Q(Å⁻¹)	Intensity	Error
1.262989400825060811e-03	7.453473305559339401e-01	7.453473305559339505e-03
1.692826453808626667e-03	7.581835729826872372e-01	7.581835729826872858e-03
2.117353559100141388e-03	7.445061974717874786e-01	7.445061974717875203e-03
2.536570028145908057e-03	7.312493885029607288e-01	7.312493885029607531e-03
2.966394558386577663e-03	7.152575181039625418e-01	7.152575181039625557e-03
3.388253615307877924e-03	6.998964975180742565e-01	6.998964975180742461e-03
3.812759287194864444e-03	6.843254694424883988e-01	6.843254694424883919e-03
4.237257525912521347e-03	6.685438823145269938e-01	6.685438823145269972e-03
4.661747503879811079e-03	6.542352433185085747e-01	6.542352433185086302e-03
5.086228393531801693e-03	6.388744985139593879e-01	6.388744985139594053e-03
5.510699367321276673e-03	6.243554383562347487e-01	6.243554383562347800e-03
5.935159597720353862e-03	6.096259570368041114e-01	6.096259570368041565e-03
6.359608257222092685e-03	5.955277392024918015e-01	5.955277392024917876e-03
6.784044518342114381e-03	5.824816271767102593e-01	5.824816271767102767e-03
7.208467553620208357e-03	5.692250939892226080e-01	5.692250939892225942e-03
7.632876535621948948e-03	5.555477184783227385e-01	5.555477184783227419e-03
8.059923051540863678e-03	5.414495006440104286e-01	5.414495006440104598e-03
8.484301344020794139e-03	5.284033886182289974e-01	5.284033886182290356e-03
8.906010888045453808e-03	5.149364342690351259e-01	5.149364342690350947e-03
9.333007479926868147e-03	5.012590587581351453e-01	5.012590587581351557e-03
9.754681688288659863e-03	4.875816832472352202e-01	4.875816832472352168e-03
1.018164083516581199e-02	4.745355712214537336e-01	4.745355712214537058e-03
1.060327641956454979e-02	4.619103015190845207e-01	4.619103015190845381e-03
1.102754319134261439e-02	4.486537683315969804e-01	4.486537683315970290e-03
1.145443992797448053e-02	4.356076563058154383e-01	4.356076563058154313e-03
1.187601141153168602e-02	4.227719654417401163e-01	4.227719654417400920e-03
1.230551355321381386e-02	4.093050110925463003e-01	4.093050110925463246e-03
