Q(Å⁻¹)	Intensity	Error
1.619746802163837124e-03	8.154701193493574252e-01	8.154701193493573905e-03
2.029127406345800251e-03	8.022883346568403518e-01	8.022883346568403934e-03
2.433418609304603426e-03	7.904247284335749191e-01	7.904247284335749052e-03
2.840247793335621759e-03	7.756611295779558546e-01	7.756611295779558893e-03
3.247071440158232590e-03	7.608975307223365681e-01	7.608975307223366132e-03
3.653888756648918101e-03	7.458702961728671532e-01	7.458702961728671740e-03
4.060698949696502601e-03	7.308430616233976274e-01	7.308430616233976482e-03
4.467501226203699459e-03	7.163430984616288022e-01	7.163430984616287953e-03
4.874294793088655015e-03	7.026340423814110281e-01	7.026340423814110385e-03
5.283621226138521601e-03	6.878704435257918526e-01	6.878704435257918491e-03
5.687852625750867107e-03	6.731068446701727881e-01	6.731068446701728332e-03
6.102241994697061266e-03	6.593977885899549030e-01	6.593977885899549030e-03
6.491197484618719919e-03	6.467432752851385303e-01	6.467432752851385788e-03
6.913188369556407843e-03	6.314524050418187651e-01	6.314524050418188032e-03
7.314828882081739897e-03	6.182706203493015806e-01	6.182706203493016327e-03
7.724081170397645475e-03	6.040342928813832168e-01	6.040342928813832030e-03
8.128234618262730748e-03	5.905888724950156821e-01	5.905888724950156959e-03
8.534914113175950598e-03	5.755616379455462672e-01	5.755616379455462568e-03
8.941576968837376335e-03	5.610616747837774421e-01	5.610616747837774906e-03
9.350763869851641888e-03	5.473526187035595569e-01	5.473526187035595604e-03
9.754849591198645059e-03	5.323253841540901421e-01	5.323253841540901213e-03
1.016399901204591977e-02	5.178254209923213169e-01	5.178254209923213551e-03
1.056804614328325786e-02	5.027981864428519021e-01	5.027981864428519160e-03
1.097461391123789876e-02	4.875073161995319704e-01	4.875073161995319669e-03
1.138370112950275181e-02	4.727437173439128504e-01	4.727437173439128643e-03
1.179022517256347706e-02	4.587710255698447259e-01	4.587710255698447710e-03
1.219418567138491095e-02	4.424256125511235593e-01	4.424256125511235628e-03
1.260320350924848745e-02	4.263438352262526876e-01	4.263438352262526911e-03
1.300965621792989947e-02	4.097347865136811151e-01	4.097347865136811464e-03
1.341354347310953245e-02	3.947075519642116448e-01	3.947075519642116205e-03
1.381994482939044068e-02	3.786257746393407730e-01	3.786257746393407921e-03
1.422885899667850410e-02	3.614894545390685554e-01	3.614894545390685745e-03
1.463520549949798299e-02	3.454076772141976837e-01	3.454076772141977027e-03
1.503898407315871523e-02	3.280077214200751712e-01	3.280077214200751920e-03
1.544781211675325637e-02	3.111350370136532484e-01	3.111350370136532675e-03
1.585153162631687887e-02	2.942623526072313256e-01	2.942623526072313429e-03
1.626029826886650487e-02	2.765987611192584628e-01	2.765987611192584524e-03
1.666395556604717901e-02	2.589351696312854889e-01	2.589351696312854750e-03
1.707265761990750183e-02	2.412715781433126261e-01	2.412715781433126278e-03
1.747624955690454257e-02	2.246625294307410814e-01	2.246625294307410831e-03
1.788488383493484421e-02	2.069989379427681631e-01	2.069989379427681492e-03
1.829094503705674252e-02	1.906535249240469687e-01	1.906535249240469626e-03
1.869443303277370030e-02	1.745717475991761247e-01	1.745717475991761343e-03
1.910042235533635641e-02	1.587536059681555756e-01	1.587536059681555773e-03
1.950637444064826087e-02	1.442536428063867782e-01	1.442536428063867894e-03
1.991228849728506056e-02	1.302809510323186537e-01	1.302809510323186528e-03
