Q(Å⁻¹)	Intensity	Error
1.195629881915518397e-03	7.817952806501962115e-01	7.817952806501961976e-03
1.600030467581166176e-03	7.907348356539697365e-01	7.907348356539696879e-03
2.004427894791935456e-03	7.827401968530458554e-01	7.827401968530458415e-03
2.401286124207636669e-03	7.726378329232354014e-01	7.726378329232353945e-03
2.808186650847311651e-03	7.618813145556155852e-01	7.618813145556155991e-03
3.210058208559563725e-03	7.511976652298485435e-01	7.511976652298485262e-03
3.609411871028456262e-03	7.392783379361917984e-01	7.392783379361917741e-03
4.013781766008894455e-03	7.264143325738091628e-01	7.264143325738091697e-03
4.413120659557941659e-03	7.145676361878816607e-01	7.145676361878816954e-03
4.814962540129907702e-03	7.027209398019539366e-01	7.027209398019539609e-03
5.214283611369188026e-03	6.910197433656082300e-01	6.910197433656082265e-03
5.621128712724403342e-03	6.788825233487641997e-01	6.788825233487642483e-03
6.020428726198482836e-03	6.673265887278766462e-01	6.673265887278766358e-03
6.424739567576209613e-03	6.555527613838018075e-01	6.555527613838017971e-03
6.824015470198362132e-03	6.437786959056033265e-01	6.437786959056033403e-03
7.228300321018275333e-03	6.313507141237191256e-01	6.313507141237191533e-03
7.630059951466500873e-03	6.189227323418348137e-01	6.189227323418347929e-03
8.029293849812980249e-03	6.068581432327199154e-01	6.068581432327199189e-03
8.431023046951938160e-03	5.937031379711733559e-01	5.937031379711734010e-03
8.835246458800046290e-03	5.812025252815600229e-01	5.812025252815600229e-03
9.234431347937737192e-03	5.685564126423647835e-01	5.685564126423648182e-03
9.638619311850971441e-03	5.564191926255206422e-01	5.564191926255206665e-03
1.003776763697288021e-02	5.435549491290143642e-01	5.435549491290143573e-03
1.044191700101230851e-02	5.295281348405947996e-01	5.295281348405947962e-03
1.084102564947961658e-02	5.149924279298241370e-01	5.149924279298241821e-03
1.124513326200730912e-02	4.983489958901668460e-01	4.983489958901668807e-03
1.164670889952824570e-02	4.825778491456300112e-01	4.825778491456300320e-03
1.204575219749933097e-02	4.662978097787421339e-01	4.662978097787421304e-03
1.244979127415725244e-02	4.497996395545430515e-01	4.497996395545430376e-03
1.284878711528343424e-02	4.363541106620801302e-01	4.363541106620801024e-03
