Q(Å⁻¹)	Intensity	Error
1.247729838437965045e-03	7.510821467556093589e-01	7.510821467556093659e-03
1.675894324002797286e-03	7.609610926918912721e-01	7.609610926918913311e-03
2.090921701613286492e-03	7.465660571847375637e-01	7.465660571847375707e-03
2.516451967215116436e-03	7.293484656957890389e-01	7.293484656957890250e-03
2.931470474793691598e-03	7.149534301886352194e-01	7.149534301886352645e-03
3.356989986629493709e-03	6.983003498960456135e-01	6.983003498960456065e-03
3.771996387778463102e-03	6.819295252016355224e-01	6.819295252016355224e-03
4.197501827561606232e-03	6.633006557217895338e-01	6.633006557217895408e-03
4.615119384570767584e-03	6.480588534200973916e-01	6.480588534200974055e-03
5.035354496099720030e-03	6.336638179129435722e-01	6.336638179129435583e-03
5.455579790947422472e-03	6.184220156112514299e-01	6.184220156112514230e-03
5.878420756313589533e-03	6.014866797204823090e-01	6.014866797204823645e-03
6.295997653616955923e-03	5.876561554096875195e-01	5.876561554096874918e-03
6.716188583001160908e-03	5.724143531079953773e-01	5.724143531079953565e-03
7.138992487410284263e-03	5.585838287972006988e-01	5.585838287972007439e-03
7.559156320999420656e-03	5.447533044864059093e-01	5.447533044864059579e-03
7.976679533228274444e-03	5.303582689792520899e-01	5.303582689792521107e-03
8.399438958189380661e-03	5.153987222757394626e-01	5.153987222757394626e-03
8.816930443875149043e-03	5.021327091613035920e-01	5.021327091613035642e-03
9.237030525133048398e-03	4.888666960468678879e-01	4.888666960468679261e-03
9.659738052935587516e-03	4.756006829324320728e-01	4.756006829324321145e-03
1.007717584448635482e-02	4.603588806307398751e-01	4.603588806307398924e-03
1.049984465367720214e-02	4.465283563199451411e-01	4.465283563199451931e-03
1.091724257999813347e-02	4.329800876073298666e-01	4.329800876073298943e-03
1.133986937452100517e-02	4.208430968856120002e-01	4.208430968856120315e-03
1.175722418065923078e-02	4.072948281729967257e-01	4.072948281729967326e-03
1.217980566478548722e-02	3.940288150585609661e-01	3.940288150585610077e-03
