Q(Å⁻¹)	Intensity	Error
1.229306904906936814e-03	7.394097004773781956e-01	7.394097004773781713e-03
1.647680690840819338e-03	7.443721816886358367e-01	7.443721816886358401e-03
2.060886139369598382e-03	7.266490345055730549e-01	7.266490345055730965e-03
2.474087570095393016e-03	7.060901837732203035e-01	7.060901837732203555e-03
2.879536790337890000e-03	6.876581107028348905e-01	6.876581107028349391e-03
3.300475155918103278e-03	6.706438894070947399e-01	6.706438894070947815e-03
3.711077318174509868e-03	6.507939645620645086e-01	6.507939645620645398e-03
4.124254669968239681e-03	6.302351138297116462e-01	6.302351138297116254e-03
4.537423981316453941e-03	6.103851889846813039e-01	6.103851889846812970e-03
4.953166670123047496e-03	5.919531159142961130e-01	5.919531159142961407e-03
5.361153099761805166e-03	5.770656722805234118e-01	5.770656722805233944e-03
5.782039802700950082e-03	5.600514509847831501e-01	5.600514509847831501e-03
6.187422692422494055e-03	5.423283038017203683e-01	5.423283038017204065e-03
6.605703681474483710e-03	5.253140825059801067e-01	5.253140825059800754e-03
7.016225893641011083e-03	5.097177129848848853e-01	5.097177129848849166e-03
7.431898139859850413e-03	4.955391952384346488e-01	4.955391952384346696e-03
7.842392360715131489e-03	4.792338998300169628e-01	4.792338998300170114e-03
8.258034642810609463e-03	4.636375303089217415e-01	4.636375303089217657e-03
8.668497671238253183e-03	4.466233090131814798e-01	4.466233090131815214e-03
9.081525379605949119e-03	4.324447912667312988e-01	4.324447912667312745e-03
9.497116638230045094e-03	4.189751994076036379e-01	4.189751994076036136e-03
9.907526876461920234e-03	4.033788298865083610e-01	4.033788298865083680e-03
1.032049905461800837e-02	3.892003121400581800e-01	3.892003121400582077e-03
1.073603199783238794e-02	3.743128685062854233e-01	3.743128685062854181e-03
1.114638224483600545e-02	3.615522025344802826e-01	3.615522025344802999e-03
1.156445287339060227e-02	3.495004624499976065e-01	3.495004624499975943e-03
1.197217851332618363e-02	3.339040929289023296e-01	3.339040929289023487e-03
1.238762236143264861e-02	3.197255751824521486e-01	3.197255751824521451e-03
1.279788142036335404e-02	3.062559833233244322e-01	3.062559833233244409e-03
1.321585587020107123e-02	2.949131691261642763e-01	2.949131691261642780e-03
1.362348452695038604e-02	2.835703549290041203e-01	2.835703549290041151e-03
1.403624664309993143e-02	2.693918371825538838e-01	2.693918371825538682e-03
1.445156089932668649e-02	2.552133194361037027e-01	2.552133194361037079e-03
1.486684662821977435e-02	2.438705052389435191e-01	2.438705052389435451e-03
1.527178644330716949e-02	2.296919874924933103e-01	2.296919874924932981e-03
1.568959237130182482e-02	2.162223956333656494e-01	2.162223956333656372e-03
1.609963066601448681e-02	2.077152849854955186e-01	2.077152849854955151e-03
1.651995220724510396e-02	1.970813966756578550e-01	1.970813966756578516e-03
1.692219183834070204e-02	1.857385824784976991e-01	1.857385824784977104e-03
1.733986902006980080e-02	1.758136200559825557e-01	1.758136200559825679e-03
1.774719980918405132e-02	1.637618799714998796e-01	1.637618799714998840e-03
1.816480773182717334e-02	1.524190657743396959e-01	1.524190657743396994e-03
1.857464687756679375e-02	1.439119551264695929e-01	1.439119551264695989e-03
1.898960479076492250e-02	1.354048444785994620e-01	1.354048444785994551e-03
1.939937116078240681e-02	1.268977338307293312e-01	1.268977338307293330e-03
1.981167697423259766e-02	1.176816972955367080e-01	1.176816972955367115e-03
2.022652071059539633e-02	1.077567348730215646e-01	1.077567348730215690e-03
2.063874822360376587e-02	1.013764018871189665e-01	1.013764018871189665e-03
2.104835945644800352e-02	9.499606890121636837e-02	9.499606890121637488e-04
2.146308173715308701e-02	8.790681002799127786e-02	8.790681002799128393e-04
2.187518613061367051e-02	8.081755115476617346e-02	8.081755115476617129e-04
2.228467262545916899e-02	7.301936639421856279e-02	7.301936639421855932e-04
2.269926617381524264e-02	6.876581107028349737e-02	6.876581107028349824e-04
