Q(Å⁻¹)	Intensity	Error
3.405212603933081839e-03	7.540515972782086962e-01	7.540515972782086893e-03
3.967228631485996901e-03	8.081025089890921942e-01	8.081025089890921456e-03
4.538685916272052791e-03	8.278125861023917231e-01	8.278125861023917856e-03
5.100692693778204577e-03	8.282193844106008340e-01	8.282193844106009242e-03
5.672139319714083854e-03	8.207006065143540585e-01	8.207006065143540932e-03
6.238857001881874427e-03	8.119634310665149179e-01	8.119634310665148694e-03
6.805567842378011309e-03	7.997714660584505086e-01	7.997714660584505017e-03
7.372271219734568767e-03	7.865635039663806394e-01	7.865635039663806255e-03
7.938966512491815036e-03	7.749807377341122461e-01	7.749807377341122808e-03
8.500930748653946420e-03	7.619765076916529267e-01	7.619765076916529267e-03
9.072330358414423118e-03	7.481586810327751635e-01	7.481586810327752086e-03
9.634275483934647000e-03	7.361697822833093152e-01	7.361697822833093707e-03
1.020565440865752252e-02	7.227587539326407740e-01	7.227587539326407913e-03
1.076757795856958695e-02	7.091446593233734497e-01	7.091446593233734219e-03
1.133893369190734982e-02	6.941077693218916655e-01	6.941077693218916655e-03
1.190555499242734391e-02	6.804930089216124633e-01	6.804930089216124772e-03
1.247216323704653310e-02	6.646438538857357692e-01	6.646438538857358212e-03
1.303403624123291964e-02	6.504197615514581976e-01	6.504197615514581768e-03
1.360533807317585581e-02	6.333510105401678469e-01	6.333510105401678365e-03
1.417190342202084320e-02	6.162822595288776073e-01	6.162822595288775830e-03
1.473373204715910760e-02	5.979943120167807713e-01	5.979943120167807713e-03
1.530498687473028606e-02	5.776743703366733484e-01	5.776743703366733762e-03
1.586678283323956010e-02	5.581672263237701381e-01	5.581672263237701798e-03
1.643800319227945936e-02	5.345960939748455321e-01	5.345960939748455563e-03
1.699976401984781837e-02	5.100089645419154660e-01	5.100089645419155111e-03
1.757094740470447822e-02	4.823738438569692422e-01	4.823738438569692873e-03
1.813267063717409824e-02	4.539259255048187502e-01	4.539259255048187780e-03
1.870381454235774815e-02	4.203980217326414026e-01	4.203980217326414200e-03
1.926549771573570630e-02	3.854477220428565998e-01	3.854477220428566275e-03
1.983659963592974626e-02	3.462302346002490983e-01	3.462302346002490983e-03
2.040295986337386375e-02	3.043711547392277672e-01	3.043711547392277932e-03
2.096929771647086313e-02	2.612928783773998953e-01	2.612928783773998866e-03
2.153561257416184566e-02	2.186210008491741852e-01	2.186210008491742095e-03
2.209718482102139905e-02	1.802163110737710350e-01	1.802163110737710306e-03
2.266817081921696300e-02	1.470948061351958491e-01	1.470948061351958587e-03
2.323441296459211394e-02	1.208820813678572054e-01	1.208820813678571993e-03
2.379591126535075471e-02	1.025941338557604804e-01	1.025941338557604743e-03
2.436682019626858556e-02	8.816697526288416742e-02	8.816697526288417002e-04
2.492826612082290824e-02	7.739740617242721332e-02	7.739740617242721506e-04
2.549912054315042059e-02	6.987902775078742856e-02	6.987902775078743420e-04
2.606522908264215579e-02	6.337664641315304825e-02	6.337664641315305346e-04
2.663130903841432265e-02	5.748386332592186898e-02	5.748386332592186508e-04
2.719264282247103176e-02	5.037188373788425294e-02	5.037188373788424860e-04
2.776338071572764105e-02	4.427590123385201359e-02	4.427590123385201598e-04
2.832465473598296674e-02	4.102471056503481650e-02	4.102471056503481477e-04
2.832465473598296674e-02	4.206917257871423121e-02	4.206917257871423013e-04
2.889533060927014160e-02	3.899271639702406311e-02	3.899271639702406333e-04
2.895192481805613713e-02	3.910769544557165384e-02	3.910769544557165232e-04
2.945654240370162644e-02	3.574152572820687296e-02	3.574152572820687296e-04
2.958387177246029481e-02	3.256749317370911251e-02	3.256749317370911533e-04
3.002715375375579476e-02	2.903594497377140829e-02	2.903594497377141002e-04
3.021106270485863360e-02	2.497008953059167563e-02	2.497008953059167498e-04
3.059301624360185462e-02	2.334636130334131338e-02	2.334636130334131468e-04
3.083821294010861622e-02	2.117248212039036376e-02	2.117248212039036463e-04
3.115884518445456372e-02	2.050156946812626418e-02	2.050156946812626429e-04
3.147003657684841610e-02	2.213556411490827380e-02	2.213556411490827294e-04
3.171992514227361254e-02	2.050156946812626418e-02	2.050156946812626429e-04
3.209710256146927621e-02	2.201517886559353765e-02	2.201517886559353711e-04
3.229039993721414398e-02	2.070476888492733814e-02	2.070476888492733835e-04
3.272412530826836891e-02	1.804465446092196404e-02	1.804465446092196328e-04
3.285141028482291281e-02	1.826637588331444378e-02	1.826637588331444422e-04
3.335581792877218010e-02	1.261418530546982997e-02	1.261418530546983018e-04
3.342181304848180351e-02	1.399918813049187173e-02	1.399918813049187271e-04
3.398275132501443058e-02	1.034159862807252500e-02	1.034159862807252473e-04
3.398275132501443058e-02	1.005982919728254897e-02	1.005982919728254892e-04
3.455307955532608416e-02	9.732000377669301414e-03	9.732000377669301197e-05
3.460963894328834140e-02	1.047570551309710309e-02	1.047570551309710368e-04
3.511394330023286797e-02	1.095119687847574859e-02	1.095119687847574826e-04
3.524119285058092965e-02	1.276740289550677004e-02	1.276740289550677113e-04
3.568419449545863487e-02	1.217039337928219750e-02	1.217039337928219804e-04
3.586798601945900139e-02	1.255727591488467985e-02	1.255727591488467953e-04
3.624969357747410970e-02	1.156079512887897391e-02	1.156079512887897451e-04
3.649473087077993033e-02	9.967898643260387007e-03	9.967898643260387061e-05
3.681515290725595468e-02	9.325601544067150042e-03	9.325601544067150367e-05
3.712613836957624758e-02	6.831315692932733025e-03	6.831315692932732916e-05
3.738057186470870180e-02	7.293607376056403593e-03	7.293607376056404352e-05
3.775278367381316308e-02	6.023640111166575321e-03	6.023640111166575701e-05
3.794123851781788792e-02	5.871211458448879865e-03	5.871211458448879838e-05
3.837937812149288391e-02	7.485773684661950651e-03	7.485773684661950543e-05
3.851128618246695001e-02	7.496806792857477544e-03	7.496806792857477056e-05
3.901063151829181619e-02	9.210565983934937417e-03	9.210565983934937851e-05
3.907186969467169729e-02	8.716003293663926454e-03	8.716003293663926834e-05
3.963712132241231645e-02	9.425070609986653872e-03	9.425070609986653818e-05
3.964183157088269766e-02	8.919202710465000405e-03	8.919202710465000893e-05
4.020232948318944871e-02	7.903205626459627181e-03	7.903205626459627886e-05
4.026355773159523421e-02	8.103021690239338090e-03	8.103021690239338686e-05
4.077220307083075090e-02	6.887208542454253089e-03	6.887208542454253523e-05
4.089464933477335307e-02	5.504889127755790978e-03	5.504889127755791385e-05
4.133261292462144659e-02	5.058413791244579724e-03	5.058413791244579534e-05
4.152097600519686488e-02	4.193784321582542593e-03	4.193784321582542593e-05
4.190239572394867384e-02	4.652014957642430955e-03	4.652014957642430738e-05
4.214724674295302481e-02	4.362323670623177198e-03	4.362323670623176954e-05
4.246271506099151549e-02	4.245616124040281318e-03	4.245616124040281264e-05
4.277816886285830400e-02	5.835401357692619057e-03	5.835401357692619490e-05
4.303240457265857660e-02	4.855214374443504906e-03	4.855214374443504797e-05
4.340432476799201134e-02	6.708741620903180269e-03	6.708741620903180161e-05
4.359733852133726439e-02	6.480809708852103453e-03	6.480809708852104049e-05
4.403042220341011476e-02	6.279732368799747361e-03	6.279732368799746873e-05
4.415751747494520846e-02	5.871211458448879865e-03	5.871211458448879838e-05
4.466116715245564001e-02	4.244127244023251574e-03	4.244127244023251954e-05
4.472706236974614141e-02	4.652014957642430955e-03	4.652014957642430738e-05
4.528714466278743050e-02	2.582810803479854318e-03	2.582810803479854223e-05
4.528714466278743050e-02	3.026419623233832408e-03	3.026419623233832503e-05
4.585659002337713619e-02	1.604023705626308896e-03	1.604023705626309005e-05
4.591306116706780904e-02	1.974318088761718975e-03	1.974318088761718880e-05
4.641657319905681534e-02	1.807223122427383281e-03	1.807223122427383403e-05
4.654362125982541148e-02	2.558733753616906394e-03	2.558733753616906312e-05
4.698591652756933801e-02	3.432818456835981177e-03	3.432818456835980961e-05
4.716941274801689232e-02	3.456151066690415097e-03	3.456151066690415233e-05
4.754579812952722945e-02	3.229619040034907226e-03	3.229619040034907579e-05
4.779514069456445441e-02	3.939880886664184553e-03	3.939880886664184960e-05
4.811503692854419284e-02	3.636017873637055996e-03	3.636017873637056375e-05
4.842550824785840646e-02	3.186925872768362530e-03	3.186925872768362828e-05
4.867481450086567907e-02	3.229619040034907226e-03	3.229619040034907579e-05
4.905110608883777451e-02	2.007150429483920730e-03	2.007150429483920608e-05
4.924394627342720820e-02	2.213621956029533135e-03	2.213621956029533216e-05
4.967663785335497961e-02	1.149131925277053828e-03	1.149131925277053862e-05
4.980832025231354820e-02	1.400824288825233861e-03	1.400824288825233929e-05
5.030680518635556597e-02	1.098789002836344847e-03	1.098789002836344840e-05
5.037263961026967191e-02	1.197624872024158826e-03	1.197624872024158853e-05
5.093220175741054734e-02	1.742302880991494643e-03	1.742302880991494603e-05
5.093220175741054734e-02	1.400824288825233861e-03	1.400824288825233929e-05
5.150111198807041935e-02	2.010422539228458316e-03	2.010422539228458479e-05
5.155752971799024142e-02	2.462425554165115129e-03	2.462425554165115346e-05
5.206056274061204858e-02	2.620020789631682338e-03	2.620020789631682351e-05
5.218748915230738555e-02	2.620020789631682771e-03	2.620020789631682690e-05
5.262935845679753144e-02	3.026419623233832408e-03	3.026419623233832503e-05
5.281267683317812656e-02	1.945863393469144352e-03	1.945863393469144230e-05
5.318869536071519494e-02	2.010422539228458316e-03	2.010422539228458479e-05
5.343779337039644695e-02	1.243251302014031527e-03	1.243251302014031628e-05
5.375737406740997704e-02	1.400824288825233861e-03	1.400824288825233929e-05
5.406753723017325430e-02	7.682767728995159012e-04	7.682767728995158876e-06
5.431659466917836826e-02	5.880266216209344794e-04	5.880266216209344726e-06
5.469250840314515694e-02	9.477602355142176853e-04	9.477602355142177734e-06
5.488515387187942185e-02	1.197624872024158826e-03	1.197624872024158853e-05
5.531740590015439551e-02	1.523420609510151274e-03	1.523420609510151389e-05
5.544425571848339562e-02	2.010422539228458316e-03	2.010422539228458479e-05
5.594692651216064821e-02	2.145046260517167146e-03	2.145046260517167119e-05
5.601269292321189169e-02	1.807223122427383281e-03	1.807223122427383403e-05
5.657167356215721254e-02	2.252298573543025373e-03	2.252298573543025441e-05
5.719634440477854714e-02	1.783890512572950011e-03	1.783890512572950147e-05
5.782563409850425412e-02	1.074711952973396922e-03	1.074711952973396929e-05
