Q(Å⁻¹)	Intensity	Error
3.443477245789187957e-03	6.318775755035510588e-01	6.318775755035511109e-03
4.016584568677572173e-03	6.509781710941999755e-01	6.509781710941999790e-03
4.584911649160636378e-03	6.446113058973169663e-01	6.446113058973169940e-03
5.162785371944349916e-03	6.242373372672913590e-01	6.242373372672914075e-03
5.731101851961964248e-03	6.009982792986683364e-01	6.009982792986683781e-03
6.308963528708638399e-03	5.739391022119156860e-01	5.739391022119157137e-03
6.877266915346677729e-03	5.478349549046953593e-01	5.478349549046953280e-03
7.455114011272282251e-03	5.188657182588777284e-01	5.188657182588777596e-03
8.023401811674057277e-03	4.930799142115014910e-01	4.930799142115014667e-03
8.601231792058522049e-03	4.666574236444370749e-01	4.666574236444370749e-03
9.169501513435707185e-03	4.418266493765933833e-01	4.418266493765934076e-03
9.747311843634044390e-03	4.166775318489054913e-01	4.166775318489054740e-03
1.031556099327762127e-02	3.931201306204383794e-01	3.931201306204383517e-03
1.089334913873103196e-02	3.682893563525946878e-01	3.682893563525946844e-03
1.146635018162955703e-02	3.434585820847509408e-01	3.434585820847509303e-03
1.203933865026921360e-02	3.208562106358162636e-01	3.208562106358162601e-03
1.261231391629788305e-02	2.979354959270375525e-01	2.979354959270375403e-03
1.318527535137793347e-02	2.762881542576353100e-01	2.762881542576353221e-03
1.375822232718690134e-02	2.549591558480772679e-01	2.549591558480772836e-03
1.433115421541817855e-02	2.336301574385191981e-01	2.336301574385192016e-03
1.490407038778170275e-02	2.116644725092728108e-01	2.116644725092728038e-03
1.547697021600464087e-02	1.925638769186238108e-01	1.925638769186238056e-03
1.604985307183209170e-02	1.740999678476631285e-01	1.740999678476631233e-03
1.662271832702775717e-02	1.569094318160789980e-01	1.569094318160790076e-03
1.719556535337465539e-02	1.400372390443390680e-01	1.400372390443390715e-03
1.776362003423772457e-02	1.253934490915081523e-01	1.253934490915081541e-03
1.834120220675479127e-02	1.120230321780538441e-01	1.120230321780538467e-03
1.890921762419801172e-02	1.018360478630410404e-01	1.018360478630410317e-03
1.948675860664877274e-02	9.292243658740484413e-02	9.292243658740484847e-04
2.005950506622068003e-02	8.464551183145693769e-02	8.464551183145693769e-04
2.063222952808577496e-02	7.796030337472976968e-02	7.796030337472977315e-04
2.120493136418145214e-02	7.254846795737922294e-02	7.254846795737922944e-04
2.177283772275704146e-02	6.777331905971697990e-02	6.777331905971697990e-04
2.235026464693892420e-02	6.236148364236642622e-02	6.236148364236642535e-04
2.291812302234257082e-02	5.694964822501587948e-02	5.694964822501588165e-04
2.349549989050097459e-02	5.153781280766531886e-02	5.153781280766531626e-04
2.406330779182802582e-02	4.708100716984722767e-02	4.708100716984723005e-04
2.464063207130553004e-02	4.198751501234081890e-02	4.198751501234081716e-04
2.520838700787273595e-02	3.721236611467856892e-02	3.721236611467856762e-04
2.578565616624260357e-02	3.180053069732801524e-02	3.180053069732801849e-04
2.635335564759903881e-02	2.798041157919821734e-02	2.798041157919821560e-04
2.693056715267632198e-02	2.479697898075671619e-02	2.479697898075671771e-04
2.749820868861432496e-02	2.225023290200351181e-02	2.225023290200351127e-04
2.807536000846695690e-02	1.970348682325031436e-02	1.970348682325031566e-04
2.864294110903303769e-02	1.652005422480881322e-02	1.652005422480881235e-04
2.864294110903303769e-02	1.513017422260955723e-02	1.513017422260955875e-04
2.922002971199295918e-02	1.492833792558805918e-02	1.492833792558806070e-04
2.927725987435431457e-02	1.369366957425066471e-02	1.369366957425066482e-04
2.978754788749872484e-02	1.365496488621146219e-02	1.365496488621146154e-04
2.991630806638880327e-02	1.267753154930626770e-02	1.267753154930626694e-04
3.036457124217299686e-02	1.365496488621146219e-02	1.365496488621146154e-04
3.055054679262412740e-02	1.220272896026975036e-02	1.220272896026975112e-04
3.093202400320608017e-02	1.333662162636731034e-02	1.333662162636731175e-04
3.118474436439403613e-02	1.121683313844869939e-02	1.121683313844869907e-04
3.150897957848796532e-02	1.078987554761410943e-02	1.078987554761410937e-04
3.182366785303387263e-02	1.093860486971392522e-02	1.093860486971392565e-04
3.207636443592291192e-02	1.110821880745826128e-02	1.110821880745826187e-04
3.245778022744371522e-02	1.045472961974040250e-02	1.045472961974040337e-04
3.265324970100299401e-02	1.110821880745826128e-02	1.110821880745826187e-04
3.309184887816498527e-02	1.065130394004214741e-02	1.065130394004214714e-04
3.322056416601225359e-02	1.078987554761410943e-02	1.078987554761410937e-04
3.373063987832908978e-02	1.061501329629413286e-02	1.061501329629413351e-04
3.379737659038951209e-02	1.047153228776995931e-02	1.047153228776995958e-04
3.436461817445428391e-02	9.516502508237508970e-03	9.516502508237508861e-05
3.436461817445428391e-02	1.044868117911573399e-02	1.044868117911573421e-04
3.494135522794722393e-02	9.516502508237508970e-03	9.516502508237508861e-05
3.499855017820050623e-02	9.825691794774825058e-03	9.825691794774825221e-05
3.550852144286840290e-02	9.198159248393360590e-03	9.198159248393360428e-05
3.563720090642211874e-02	9.202702410433916125e-03	9.202702410433916233e-05
3.608518059562614011e-02	8.879815988549210476e-03	8.879815988549210639e-05
3.627103739943721150e-02	8.764190465145411599e-03	8.764190465145411328e-05
3.665703423530367738e-02	8.561472728705058627e-03	8.561472728705058139e-05
3.690482503194697506e-02	8.413380908914608325e-03	8.413380908914607945e-05
3.722408273186231936e-02	7.288099689328459904e-03	7.288099689328460338e-05
3.754332770646853085e-02	8.117007318305826877e-03	8.117007318305827039e-05
3.780062029079740704e-02	7.288099689328459904e-03	7.288099689328460338e-05
3.817701467327586085e-02	7.427485087093558223e-03	7.427485087093558603e-05
3.837235145253126839e-02	6.969756429484308922e-03	6.969756429484309194e-05
3.881065021204686827e-02	6.604897162138571864e-03	6.604897162138572623e-05
3.894404053427689277e-02	6.333069909796008694e-03	6.333069909796008260e-05
3.944899705291477626e-02	5.646219323128531808e-03	5.646219323128531808e-05
3.951568690910711723e-02	6.014726649951857712e-03	6.014726649951857793e-05
4.008252677223865523e-02	4.693589924743160266e-03	4.693589924743160158e-05
4.008252677223865523e-02	4.741353610575258122e-03	4.741353610575257959e-05
4.065884903054746424e-02	3.467980571198657665e-03	3.467980571198657448e-05
4.071600249662184201e-02	4.088745862276257741e-03	4.088745862276257985e-05
4.122560108871720086e-02	3.467980571198657665e-03	3.467980571198657448e-05
4.135418572578129087e-02	3.743984746670123848e-03	3.743984746670123766e-05
4.180183280238396193e-02	3.786323831042807345e-03	3.786323831042807237e-05
4.198755047826199793e-02	3.786323831042807345e-03	3.786323831042807237e-05
4.237325624039272459e-02	2.512950791666207322e-03	2.512950791666207403e-05
4.262085866955557523e-02	2.960711685775485862e-03	2.960711685775485998e-05
4.294463321093059532e-02	2.194607531822057207e-03	2.194607531822057275e-05
4.325887051094531865e-02	2.449618452990953536e-03	2.449618452990953496e-05
4.351120220141738160e-02	1.876264271977906659e-03	1.876264271977906808e-05
4.389206257923322640e-02	1.953646321768093795e-03	1.953646321768093904e-05
4.408724524330567829e-02	1.876264271977906659e-03	1.876264271977906808e-05
4.452519552077674470e-02	1.732878238967674404e-03	1.732878238967674499e-05
4.465371897187433992e-02	2.194607531822057207e-03	2.194607531822057275e-05
4.516302820042384508e-02	1.717757137406002036e-03	1.717757137406001927e-05
4.522966388745380817e-02	1.239577752289606864e-03	1.239577752289606891e-05
4.579603986927342774e-02	1.905258796770741567e-03	1.905258796770741608e-05
4.642898984654179190e-02	1.802435306151368381e-03	1.802435306151368530e-05
4.706663559265632235e-02	1.605860985849625212e-03	1.605860985849625103e-05
4.769945914902016387e-02	1.478843732731575586e-03	1.478843732731575538e-05
4.833221844971764131e-02	1.397189784298543931e-03	1.397189784298544026e-05
4.896966949278742931e-02	1.545376579602934872e-03	1.545376579602934818e-05
4.960229722591020379e-02	1.905258796770741567e-03	1.905258796770741608e-05
5.023485814006441869e-02	2.053445592075132942e-03	2.053445592075133077e-05
5.087210671294965098e-02	2.177438624880847443e-03	2.177438624880847552e-05
5.150453091446207526e-02	1.908283017083076257e-03	1.908283017083076190e-05
5.213688573451789876e-02	1.669369612408649808e-03	1.669369612408649970e-05
5.277392407254583723e-02	1.624006307723632270e-03	1.624006307723632257e-05
5.340613703655858885e-02	1.542352359290600399e-03	1.542352359290600575e-05
5.403827805747209861e-02	1.687514934282656866e-03	1.687514934282656785e-05
5.467509839853162967e-02	1.784289984277361105e-03	1.784289984277361038e-05
5.530709242172925783e-02	1.642151629597639112e-03	1.642151629597639071e-05
5.593901194106162822e-02	1.348802259301191703e-03	1.348802259301191731e-05
5.657560652569785381e-02	9.526293983853707835e-04	9.526293983853708039e-06
5.720737390743263484e-02	8.014183827686453690e-04	8.014183827686454300e-06
5.783906422544392301e-02	6.925464515246029101e-04	6.925464515246029338e-06
5.847542529695272384e-02	7.106917733986099685e-04	7.106917733986100024e-06
5.910695833933848897e-02	7.500066374589585590e-04	7.500066374589585522e-06
5.973841175908151807e-02	6.290378249655782057e-04	6.290378249655782362e-06
6.037453156360408218e-02	5.625049780942190276e-04	5.625049780942190412e-06
6.100582257161000360e-02	3.750033187294792795e-04	3.750033187294792761e-06
6.163703139902412809e-02	2.721798281101059304e-04	2.721798281101059440e-06
6.227290218564136837e-02	2.963735906087820444e-04	2.963735906087820495e-06
6.290394346718573837e-02	4.415361656008385659e-04	4.415361656008385558e-06
6.353490001119060926e-02	5.292385546585393844e-04	5.292385546585394014e-06
6.417051403201765036e-02	5.897229609052295068e-04	5.897229609052295170e-06
6.480129789806160501e-02	5.231901140338703288e-04	5.231901140338703220e-06
6.543199447065084495e-02	3.568579968554722753e-04	3.568579968554722922e-06
6.606734398093144778e-02	4.082697421651589227e-04	4.082697421651589159e-06
6.669786274557262806e-02	5.110932327845322176e-04	5.110932327845322481e-06
6.732829166190752723e-02	6.804495702752649073e-04	6.804495702752649446e-06
6.796336892010840236e-02	7.621035187082966702e-04	7.621035187082967108e-06
6.859361490067465705e-02	7.953699421439764218e-04	7.953699421439764354e-06
6.922376847917784126e-02	6.864980108999339629e-04	6.864980108999339392e-06
6.985856574708300404e-02	5.231901140338703288e-04	5.231901140338703220e-06
7.048853126422595372e-02	3.840759796664828629e-04	3.840759796664828527e-06
7.111840182667489296e-02	4.112939624774933963e-04	4.112939624774934133e-06
7.175291136948000470e-02	4.687541484118490994e-04	4.687541484118491163e-06
7.238258874726860581e-02	5.292385546585393844e-04	5.292385546585394014e-06
7.301216861888930321e-02	5.987956218422331445e-04	5.987956218422331784e-06
7.364638270529580422e-02	5.504080968448809164e-04	5.504080968448809672e-06
7.427576427130994086e-02	4.112939624774933963e-04	4.112939624774934133e-06
7.490504578087033016e-02	2.207680828004192830e-04	2.207680828004192779e-06
7.553895668317971157e-02	1.633078968660635799e-04	1.633078968660635748e-06
7.616803476860362077e-02	1.784289984277361376e-04	1.784289984277361461e-06
7.679701024850710267e-02	2.056469812387466982e-04	2.056469812387467066e-06
7.743061024271510884e-02	2.691556077977714568e-04	2.691556077977714466e-06
7.805937718243080581e-02	2.147196421757502545e-04	2.147196421757502409e-06
7.868803896880967319e-02	1.421383546797219937e-04	1.421383546797219878e-06
7.932132033470026822e-02	6.048440624669021730e-05	6.048440624669022153e-07
7.994976846738108267e-02	6.048440624669021730e-05	6.048440624669022153e-07
8.057810890018982097e-02	1.270172531180494360e-04	1.270172531180494377e-06
8.089460023799785460e-02	1.470180162201781488e-04	1.470180162201781623e-06
8.121106392142944663e-02	2.147196421757502545e-04	2.147196421757502409e-06
8.160306251087295903e-02	2.331285519256716236e-04	2.331285519256716321e-06
8.183918558963317047e-02	2.691556077977714568e-04	2.691556077977714466e-06
8.231138495912486419e-02	2.499305992208303317e-04	2.499305992208303266e-06
8.246719701274192460e-02	1.542352359290600507e-04	1.542352359290600617e-06
8.301956636906229758e-02	1.953239218836708146e-04	1.953239218836707994e-06
8.309981797697338357e-02	1.572594562413945514e-04	1.572594562413945590e-06
8.372760552723573779e-02	9.677504999470433412e-05	9.677504999470433751e-07
8.372760552723573779e-02	1.144640082369940748e-04	1.144640082369940731e-06
8.435528028852350146e-02	9.677504999470433412e-05	9.677504999470433751e-07
8.443550122043937123e-02	8.296014986866008989e-05	8.296014986866008819e-07
8.498755948745999322e-02	1.633078968660635799e-04	1.633078968660635748e-06
8.514325223571325707e-02	1.596195595675117698e-04	1.596195595675117732e-06
8.585085736034528403e-02	2.467802133839969332e-04	2.467802133839969451e-06
8.655831538187339080e-02	3.769962768205915079e-04	3.769962768205915350e-06
8.726562508808753671e-02	3.192389931195899915e-04	3.192389931195899797e-06
8.797278526703179724e-02	1.911234179358457547e-04	1.911234179358457581e-06
8.867979470700648736e-02	1.008123467786688194e-04	1.008123467786688236e-06
8.938665219657024319e-02	9.136118926816861035e-05	9.136118926816861543e-07
9.009335652454196486e-02	1.302159374211610808e-04	1.302159374211610867e-06
