Q(Å⁻¹)	Intensity	Error
3.411581116718752620e-03	7.426113217307346304e-01	7.426113217307346408e-03
3.974648240538928082e-03	7.906553784538600249e-01	7.906553784538600943e-03
4.547174278864900970e-03	8.082885694852198766e-01	8.082885694852198072e-03
5.110232135338647549e-03	8.080330159920118271e-01	8.080330159920118965e-03
5.682747494879998237e-03	8.011330716753927161e-01	8.011330716753927578e-03
6.245793614160085119e-03	7.919331459199006051e-01	7.919331459199006884e-03
6.818295783584346105e-03	7.788999177662867535e-01	7.788999177662867500e-03
7.386059023605635182e-03	7.648444756398404820e-01	7.648444756398404751e-03
7.953814163907594117e-03	7.505334800201861611e-01	7.505334800201862028e-03
8.516829399475445844e-03	7.377558053597804699e-01	7.377558053597805220e-03
9.089297654910582017e-03	7.219114887808774084e-01	7.219114887808773980e-03
9.652293744095331515e-03	7.091338141204717171e-01	7.091338141204717171e-03
1.022474127580719726e-02	6.930339440483604951e-01	6.930339440483605090e-03
1.078771574903255280e-02	6.789785019219143347e-01	6.789785019219143208e-03
1.136014004598620390e-02	6.631341853430112732e-01	6.631341853430112836e-03
1.192782105566879934e-02	6.480565292437324709e-01	6.480565292437324987e-03
1.249548898503312355e-02	6.314455521852051501e-01	6.314455521852051223e-03
1.305841281800093449e-02	6.145790216334695577e-01	6.145790216334695751e-03
1.363078311275203736e-02	5.961791701224853357e-01	5.961791701224853496e-03
1.419367792164383420e-02	5.793126395707498544e-01	5.793126395707498891e-03
1.476601744918747822e-02	5.583572531276844719e-01	5.583572531276844754e-03
1.532888076487123191e-02	5.381685271642435708e-01	5.381685271642435743e-03
1.590118701464623974e-02	5.144020522958888675e-01	5.144020522958888883e-03
1.646401636812807115e-02	4.916577914003668059e-01	4.916577914003667990e-03
1.703628682971923200e-02	4.648246746135148433e-01	4.648246746135148433e-03
1.759907975215423831e-02	4.379915578266628251e-01	4.379915578266628008e-03
1.817131191530332521e-02	4.052807106960242822e-01	4.052807106960243030e-03
1.873406593800641326e-02	3.735920775382181591e-01	3.735920775382181851e-03
1.930625729262320719e-02	3.367923745162497706e-01	3.367923745162497776e-03
1.987369853491177674e-02	3.002482249874894316e-01	3.002482249874894541e-03
2.044111798325317503e-02	2.596152195673993579e-01	2.596152195673993510e-03
2.100851501540240002e-02	2.205155351065579417e-01	2.205155351065579260e-03
2.157588900913903068e-02	1.829491716049651551e-01	1.829491716049651577e-03
2.214323934226792440e-02	1.494716639947022419e-01	1.494716639947022557e-03
2.270583777757533700e-02	1.236607611806827545e-01	1.236607611806827666e-03
2.327786653805230185e-02	1.019387142579930711e-01	1.019387142579930789e-03
2.384041496681275213e-02	8.660550466550623327e-02	8.660550466550623154e-04
2.441239162572554286e-02	7.485004397793298958e-02	7.485004397793299565e-04
2.497488758032640269e-02	6.718343918168957762e-02	6.718343918168958283e-04
2.554680962870556002e-02	6.181681582431919342e-02	6.181681582431919819e-04
2.610925064176437480e-02	5.645019246694879533e-02	5.645019246694879186e-04
2.667638953547581473e-02	5.082801561637028537e-02	5.082801561637029057e-04
2.724822496426380219e-02	4.469473177937555858e-02	4.469473177937556140e-04
2.781057893919760063e-02	4.086142938125384566e-02	4.086142938125384414e-04
2.837762820543020953e-02	3.961621259782747984e-02	3.961621259782748287e-04
2.838235348610039857e-02	3.958366191521327931e-02	3.958366191521328257e-04
2.894937137084220222e-02	3.651701999671591592e-02	3.651701999671591527e-04
2.900607142351642465e-02	3.512422295053015814e-02	3.512422295053015727e-04
2.951635750904877883e-02	3.140595013255363666e-02	3.140595013255363644e-04
2.963920026073587136e-02	2.841390987371537891e-02	2.841390987371537999e-04
3.008331127895032264e-02	2.501711280235079105e-02	2.501711280235079061e-04
3.026756418111957447e-02	2.287271319894357974e-02	2.287271319894358136e-04
3.065023205881250296e-02	2.118381040422908160e-02	2.118381040422908149e-04
3.089588732824211439e-02	2.125393664226867679e-02	2.125393664226867679e-04
3.121239530778997101e-02	2.118381040422908160e-02	2.118381040422908149e-04
3.152889261716545349e-02	2.109943802503616919e-02	2.109943802503617082e-04
3.178397216166304468e-02	2.067270341781285090e-02	2.067270341781285090e-04
3.215713135609125917e-02	1.917397018340718726e-02	1.917397018340718856e-04
