Q(Å⁻¹)	Intensity	Error
3.398844728827674251e-03	7.562401142805033061e-01	7.562401142805033269e-03
3.964523740017218689e-03	8.150329010144532482e-01	8.150329010144532343e-03
4.530198403620387150e-03	8.355057731753415817e-01	8.355057731753415609e-03
5.095868099305555024e-03	8.372555619074548705e-01	8.372555619074548844e-03
5.656818363976484458e-03	8.318307581776857029e-01	8.318307581776856335e-03
6.227190105623297937e-03	8.223823576844923045e-01	8.223823576844922420e-03
6.788127446624061222e-03	8.118836252918130159e-01	8.118836252918129950e-03
7.358484796438637468e-03	7.985847722675344373e-01	7.985847722675343957e-03
7.919406753223622725e-03	7.873865830422277501e-01	7.873865830422276807e-03
8.489747209339584474e-03	7.742631675513786949e-01	7.742631675513787087e-03
9.050651321430663171e-03	7.623643748428995393e-01	7.623643748428995254e-03
9.620972382055734476e-03	7.480163365696801403e-01	7.480163365696801576e-03
1.018185618905305401e-02	7.361175438612012067e-01	7.361175438612012345e-03
1.075215535248004103e-02	7.229941283703519295e-01	7.229941283703519156e-03
1.131301639407280950e-02	7.103958788292458193e-01	7.103958788292458713e-03
1.188800411894710626e-02	6.951723728646971301e-01	6.951723728646971683e-03
1.244412697466786705e-02	6.815243647493776091e-01	6.815243647493775953e-03
1.301437483897227229e-02	6.664757229929856308e-01	6.664757229929856724e-03
1.357518296923383022e-02	6.514276545618664649e-01	6.514276545618665100e-03
1.414540143183876282e-02	6.341046314488909541e-01	6.341046314488910096e-03
1.470617941640574820e-02	6.166067441277586214e-01	6.166067441277586422e-03
1.527636597605405711e-02	5.968344754500427563e-01	5.968344754500427840e-03
1.583711135507987269e-02	5.777616636049540677e-01	5.777616636049540469e-03
1.640726351065434352e-02	5.550144100874820907e-01	5.550144100874821428e-03
1.696797382443542002e-02	5.319171988235875670e-01	5.319171988235876086e-03
1.753808907496976280e-02	5.054953889686777391e-01	5.054953889686777425e-03
1.809876186395633843e-02	4.778487270012887755e-01	4.778487270012887582e-03
1.866883770864613892e-02	4.465275086964620166e-01	4.465275086964619854e-03
1.922947051345305636e-02	4.132815227863106955e-01	4.132815227863106608e-03
1.979950445166674816e-02	3.732113608209177702e-01	3.732113608209177910e-03
2.036009481308424796e-02	3.345410298412154204e-01	3.345410298412154412e-03
2.093008434437410373e-02	2.885215861866375353e-01	2.885215861866375579e-03
2.149062980337857962e-02	2.468766143623427334e-01	2.468766143623427230e-03
2.206057242749165717e-02	2.024319805666667527e-01	2.024319805666667613e-03
2.262107052525649115e-02	1.669112693047682117e-01	1.669112693047682117e-03
2.319096374214559345e-02	1.355900509999414527e-01	1.355900509999414605e-03
2.375612156176610743e-02	1.138926707217374074e-01	1.138926707217374030e-03
2.431654400782896908e-02	9.674474114702778793e-02	9.674474114702778490e-04
2.488164932953404115e-02	8.432124114902388168e-02	8.432124114902388862e-04
2.544672736545986608e-02	7.487238199561244145e-02	7.487238199561244492e-04
2.601177749592906846e-02	6.822318481358216613e-02	6.822318481358217133e-04
2.658150749308518107e-02	6.192394537797454857e-02	6.192394537797454943e-04
2.714179156194196363e-02	5.439985382988767049e-02	5.439985382988766832e-04
2.771146215396223453e-02	4.757567777464608710e-02	4.757567777464609057e-04
2.827168657077818240e-02	4.355116369078566169e-02	4.355116369078566125e-04
2.827639421065208242e-02	4.355116369078566169e-02	4.355116369078566125e-04
2.884129525880868572e-02	4.092648059261582566e-02	4.092648059261582783e-04
2.889778363430461558e-02	4.091714315847634620e-02	4.091714315847634815e-04
2.940616467894877073e-02	3.795183974802333188e-02	3.795183974802333188e-04
2.952854882423561200e-02	3.553776981391381512e-02	3.553776981391381707e-04
2.997100185162376862e-02	3.217753693204968707e-02	3.217753693204968750e-04
