Q(Å⁻¹)	Intensity	Error
1.212468814405589373e-03	7.672612148583133340e-01	7.672612148583133306e-03
1.625112041401889466e-03	7.706474317763812865e-01	7.706474317763813142e-03
2.030110573831291846e-03	7.554094556450754450e-01	7.554094556450754311e-03
2.440199441551383231e-03	7.375108805067160933e-01	7.375108805067161384e-03
2.842642223539979321e-03	7.193704327313520386e-01	7.193704327313520455e-03
3.255267812535447402e-03	7.000206217709635803e-01	7.000206217709636046e-03
3.657698854938647680e-03	6.818801739955995256e-01	6.818801739955995117e-03
4.070310798287193887e-03	6.637397262202353598e-01	6.637397262202353321e-03
4.472726962866891039e-03	6.458411510818761192e-01	6.458411510818761261e-03
4.885322042937696035e-03	6.272169580325022142e-01	6.272169580325022593e-03
5.290266984090973706e-03	6.098021281681526018e-01	6.098021281681526538e-03
5.702841915589396994e-03	5.928710435778128396e-01	5.928710435778128222e-03
6.100125531408151502e-03	5.766655768984875197e-01	5.766655768984875648e-03
6.517770462596760364e-03	5.592507470341380182e-01	5.592507470341380460e-03
6.917576589709532875e-03	5.437708982658272516e-01	5.437708982658272759e-03
7.332648182720774913e-03	5.265979410384824533e-01	5.265979410384824706e-03
7.734973365678417256e-03	5.106343469961621695e-01	5.106343469961621868e-03
8.144922502852822502e-03	4.951544982278514029e-01	4.951544982278514168e-03
8.552309445189422779e-03	4.796746494595406363e-01	4.796746494595406467e-03
8.957133703595908034e-03	4.617760743211813956e-01	4.617760743211814407e-03
9.364486617050780254e-03	4.455706076418560757e-01	4.455706076418560965e-03
9.774367056487235847e-03	4.293651409625307558e-01	4.293651409625307523e-03
1.018168254116695245e-02	4.136434195572151751e-01	4.136434195572151820e-03
1.058643264169846498e-02	3.979216981518996499e-01	3.979216981518996984e-03
1.099625316734937491e-02	3.809906135615597766e-01	3.809906135615597801e-03
1.140096145430878963e-02	3.652688921562441959e-01	3.652688921562442098e-03
1.181073804254068396e-02	3.490634254769188760e-01	3.490634254769188656e-03
1.221540135993147945e-02	3.335835767086081649e-01	3.335835767086081823e-03
1.262513081522421109e-02	3.178618553032925842e-01	3.178618553032926120e-03
1.302974600740055243e-02	3.018982612609721339e-01	3.018982612609721547e-03
1.343688062478987262e-02	2.859346672186517391e-01	2.859346672186517408e-03
1.384398904629285769e-02	2.697292005393264192e-01	2.697292005393264400e-03
1.425107047823079634e-02	2.542493517710157080e-01	2.542493517710157132e-03
1.466066812324833338e-02	2.387695030027049969e-01	2.387695030027049865e-03
1.506769301413204455e-02	2.232896542343942581e-01	2.232896542343942598e-03
1.547214490066592049e-02	2.075679328290787051e-01	2.075679328290786895e-03
1.588165387672525394e-02	1.913624661497533852e-01	1.913624661497533887e-03
1.628604501946026226e-02	1.773338532034718085e-01	1.773338532034718102e-03
1.669549089099124639e-02	1.635471128941950458e-01	1.635471128941950536e-03
1.709981813640402623e-02	1.485510093998940184e-01	1.485510093998940141e-03
1.750919771046549611e-02	1.347642690906172835e-01	1.347642690906172792e-03
1.791345790553096340e-02	1.219450193293599854e-01	1.219450193293599837e-03
1.832276798969877454e-02	1.096095148421123711e-01	1.096095148421123754e-03
1.872695798191472555e-02	9.824150090288417958e-02	9.824150090288418478e-04
1.913365365283493935e-02	8.614786905264142092e-02	8.614786905264142005e-04
1.954285351755916111e-02	7.623109093544236381e-02	7.623109093544236685e-04
1.994693229576347676e-02	6.607244018123845097e-02	6.607244018123844837e-04
2.035605469195889833e-02	5.857438843408794421e-02	5.857438843408795028e-04
2.076005538850705587e-02	5.131820932394229318e-02	5.131820932394229578e-04
2.116909712575503963e-02	4.406203021379664214e-02	4.406203021379664127e-04
2.157301659016845966e-02	3.849895956268497427e-02	3.849895956268497318e-04
2.198197447867937526e-02	3.293588891157330639e-02	3.293588891157330509e-04
2.238580956111292999e-02	2.930779935650048088e-02	2.930779935650048326e-04
2.279468041175100601e-02	2.640532771244221560e-02	2.640532771244221387e-04
2.319842796301760032e-02	2.374472870538881647e-02	2.374472870538881788e-04
2.360720858732582098e-02	2.132600233534026613e-02	2.132600233534026547e-04
2.401340403591581407e-02	1.987476651331113175e-02	1.987476651331113349e-04
2.441701438720603884e-02	1.914914860229656804e-02	1.914914860229656750e-04
2.482565369520846679e-02	1.866540332828685658e-02	1.866540332828685593e-04
2.522916864540401816e-02	1.866540332828685658e-02	1.866540332828685593e-04
2.563770975906665486e-02	1.842353069128200085e-02	1.842353069128200150e-04
2.604112616147689907e-02	1.793978541727229287e-02	1.793978541727229265e-04
2.644956589491406773e-02	1.793978541727229287e-02	1.793978541727229265e-04
2.685288060361685006e-02	1.769791278026743714e-02	1.769791278026743822e-04
2.726121577173347757e-02	1.745604014326258141e-02	1.745604014326258108e-04
2.766696138500325183e-02	1.624667695823830624e-02	1.624667695823830624e-04
2.807265306011609216e-02	1.600480432123345051e-02	1.600480432123345181e-04
2.847575494683416558e-02	1.624667695823830624e-02	1.624667695823830624e-04
2.888387143231094592e-02	1.673042223224801769e-02	1.673042223224801780e-04
2.928432783471123305e-02	1.648854959524316197e-02	1.648854959524316338e-04
2.969486456227420426e-02	1.455356849920432308e-02	1.455356849920432254e-04
3.009774105315412771e-02	1.479544113620917534e-02	1.479544113620917696e-04
3.050562612571853377e-02	1.406982322519461162e-02	1.406982322519461097e-04
3.051069264402537021e-02	1.454751965005562919e-02	1.454751965005563038e-04
3.090838520566613692e-02	1.334420531418004791e-02	1.334420531418004769e-04
3.115659705905728799e-02	1.283978709044872497e-02	1.283978709044872638e-04
3.131361729077340728e-02	1.189296949215091527e-02	1.189296949215091570e-04
3.172132045373959180e-02	9.957988396112072912e-03	9.957988396112073509e-05
3.179981514068970505e-02	9.957988396112072912e-03	9.957988396112073509e-05
3.212389752858862274e-02	8.506752574082943746e-03	8.506752574082944234e-05
3.244540841095457789e-02	8.066311238994317012e-03	8.066311238994317392e-05
3.252894410161377703e-02	8.023007300073234024e-03	8.023007300073234024e-05
3.293645820144742997e-02	7.781134663068380031e-03	7.781134663068379597e-05
3.308831022337633404e-02	6.644714719959845563e-03	6.644714719959845346e-05
3.334137674748283153e-02	6.813644115048958852e-03	6.813644115048959177e-05
3.373357961124533871e-02	5.833995938337951416e-03	5.833995938337951416e-05
3.374623029279818359e-02	5.846153567029537673e-03	5.846153567029538080e-05
3.415101804811079139e-02	5.120535656014972223e-03	5.120535656014972087e-05
3.437615246993037943e-02	5.025548077672979501e-03	5.025548077672979420e-05
3.455573922426620481e-02	5.362408293019827084e-03	5.362408293019827192e-05
3.495786415677795689e-02	4.636790382005263368e-03	4.636790382005263233e-05
3.502108524416493868e-02	4.137617983515666162e-03	4.137617983515666568e-05
3.536245023610774113e-02	4.636790382005263368e-03	4.636790382005263233e-05
3.566331647107751079e-02	2.761439883619676208e-03	2.761439883619676221e-05
3.576949538820112240e-02	2.701809285966421878e-03	2.701809285966422054e-05
3.616888720528646517e-02	2.701809285966421878e-03	2.701809285966422054e-05
3.630789990708048476e-02	1.789485714056171777e-03	1.789485714056171872e-05
3.694977683092526971e-02	1.121834952720493364e-03	1.121834952720493412e-05
3.759399821099197042e-02	1.035539956357378524e-03	1.035539956357378625e-05
3.823803342802738897e-02	1.210400870040532388e-03	1.210400870040532334e-05
3.887935478103324988e-02	1.619166642286866062e-03	1.619166642286865926e-05
3.952300886656909956e-02	1.600999274631473681e-03	1.600999274631473857e-05
4.016394425697270704e-02	1.548768092622219853e-03	1.548768092622219921e-05
4.080720451164050050e-02	1.303508629274419562e-03	1.303508629274419528e-05
4.144774129371351507e-02	1.505620594440662107e-03	1.505620594440662188e-05
4.209059502591509100e-02	2.141478462379403473e-03	2.141478462379403595e-05
4.273072056179379186e-02	2.836380275198171000e-03	2.836380275198171176e-05
4.337315508795174662e-02	3.413194198256886205e-03	3.413194198256886070e-05
4.401285674788633917e-02	3.392755909644569207e-03	3.392755909644569018e-05
4.465485939269424331e-02	3.033950398450565179e-03	3.033950398450565395e-05
4.529664090954602790e-02	2.350403190416418785e-03	2.350403190416419002e-05
4.593568265197052469e-02	1.939366497213160711e-03	1.939366497213160765e-05
4.657701327813350972e-02	1.932553734342388595e-03	1.932553734342388528e-05
4.721559959499167097e-02	2.034745177403972285e-03	2.034745177403972434e-05
4.785646667693950473e-02	2.214147933000973865e-03	2.214147933000973906e-05
4.849458496885052788e-02	2.352674111373342751e-03	2.352674111373342968e-05
4.913497586220260532e-02	1.946179260083933044e-03	1.946179260083933003e-05
4.977261353901985680e-02	1.344385206499052908e-03	1.344385206499052955e-05
5.041251560879084909e-02	7.857386510957301918e-04	7.857386510957301308e-06
5.104966008985027670e-02	3.610764321509280493e-04	3.610764321509280543e-06
5.168906071069941099e-02	2.770523567447372290e-04	2.770523567447372341e-06
5.232820537068552658e-02	3.860565626770928716e-04	3.860565626770929123e-06
5.296458598154788616e-02	4.723515590402078209e-04	4.723515590402078683e-06
5.360321026084693963e-02	4.405586656432707200e-04	4.405586656432707302e-06
5.423906625507731588e-02	2.520722262185724066e-04	2.520722262185724185e-06
5.487715755355943026e-02	8.402407540619080673e-05	8.402407540619080969e-07
5.551247638564658915e-02	7.039854966464634462e-05	7.039854966464634462e-07
5.615002211369773955e-02	2.929488034432058065e-04	2.929488034432058031e-06
5.678479124872869155e-02	5.041444524371448133e-04	5.041444524371448370e-06
5.742177882749897183e-02	8.129897025788191973e-04	8.129897025788192515e-06
5.805598574140632268e-02	7.425911529141728798e-04	7.425911529141729069e-06
5.869240260305819828e-02	5.382082667910060431e-04	5.382082667910060261e-06
5.932852882375402176e-02	3.701601159786243483e-04	3.701601159786243432e-06
5.996186837082348453e-02	3.179289339693706288e-04	3.179289339693706187e-06
6.059740503151184871e-02	4.837061638248281404e-04	4.837061638248281235e-06
6.123015108409049501e-02	8.220733864065154963e-04	8.220733864065154557e-06
6.186508564556065376e-02	1.078687454538936052e-03	1.078687454538936019e-05
6.249722571949675731e-02	1.219484553868228687e-03	1.219484553868228708e-05
6.313154565441742028e-02	1.017372588701986142e-03	1.017372588701986217e-05
