Q(Å⁻¹)	Intensity	Error
1.205721366587125983e-03	8.374315766319286869e-01	8.374315766319287771e-03
1.622008771951773424e-03	8.487289262580676175e-01	8.487289262580676244e-03
2.020524711224331270e-03	8.384586084161231856e-01	8.384586084161231231e-03
2.431728256703323283e-03	8.237378195093360000e-01	8.237378195093359931e-03
2.835312200772290708e-03	8.120981259551321996e-01	8.120981259551322481e-03
3.241428896683590851e-03	7.997737445447986593e-01	7.997737445447987079e-03
3.647539273263393673e-03	7.864223313502708423e-01	7.864223313502708215e-03
4.053642538778738300e-03	7.706745106592892691e-01	7.706745106592892587e-03
4.462275971012167296e-03	7.562960656805669535e-01	7.562960656805669396e-03
4.863286556712933216e-03	7.443140281982982831e-01	7.443140281982982970e-03
5.274439702719199360e-03	7.306202710757054852e-01	7.306202710757055130e-03
5.677968656053979622e-03	7.179535457373072971e-01	7.179535457373073352e-03
6.086562303285907895e-03	7.042597886147146102e-01	7.042597886147146380e-03
6.490068464412719097e-03	6.915930632763163111e-01	6.915930632763162868e-03
6.898637439617110942e-03	6.785839940098532530e-01	6.785839940098532981e-03
7.302117661913853051e-03	6.672866443837143224e-01	6.672866443837143641e-03
7.710658778987771432e-03	6.535928872611216356e-01	6.535928872611216668e-03
8.116647295949684301e-03	6.402414740665935966e-01	6.402414740665936070e-03
8.520082710534074288e-03	6.262053730159361509e-01	6.262053730159361856e-03
8.926038894696309081e-03	6.131963037494730928e-01	6.131963037494731102e-03
9.331977677088976880e-03	6.008719223391396635e-01	6.008719223391396566e-03
9.737898266313644788e-03	5.871781652165469767e-01	5.871781652165469594e-03
1.014633669467513571e-02	5.738267520220190487e-01	5.738267520220190730e-03
1.054968169984416004e-02	5.601329948994263619e-01	5.601329948994263758e-03
1.095300639415474307e-02	5.457545499207040463e-01	5.457545499207040567e-03
1.136391929540722136e-02	5.330878245823057471e-01	5.330878245823057922e-03
1.176720061854122541e-02	5.187093796035834314e-01	5.187093796035834731e-03
1.217553157526443663e-02	5.050156224809907446e-01	5.050156224809907758e-03
1.258130250551903889e-02	4.899524896461386891e-01	4.899524896461386614e-03
1.298451307066904314e-02	4.759163885954811879e-01	4.759163885954812399e-03
1.339023431481385640e-02	4.622226314728885010e-01	4.622226314728885427e-03
1.379846496488060063e-02	4.461324668538420579e-01	4.461324668538420822e-03
1.420159769733913765e-02	4.314116779470548724e-01	4.314116779470548654e-03
1.460977341867896427e-02	4.156638572560732436e-01	4.156638572560732159e-03
1.501285033295277072e-02	4.002583804931564848e-01	4.002583804931564640e-03
1.542096794252941286e-02	3.851952476583044849e-01	3.851952476583044797e-03
1.582398589534374234e-02	3.691050830392580973e-01	3.691050830392581059e-03
1.623204221057409843e-02	3.516455427079523965e-01	3.516455427079524017e-03
1.663499805911399995e-02	3.348706902327763246e-01	3.348706902327763194e-03
1.704298989789295241e-02	3.198075573979243247e-01	3.198075573979243351e-03
1.744841429751123330e-02	3.030327049227482528e-01	3.030327049227482528e-03
