Q(Å⁻¹)	Intensity	Error
1.195216097799977999e-03	7.701761423784486693e-01	7.701761423784487214e-03
1.607876453659449470e-03	7.766291598052386114e-01	7.766291598052386079e-03
2.002920183536008054e-03	7.679131927352922382e-01	7.679131927352922382e-03
2.410540974415807235e-03	7.565992683089689530e-01	7.565992683089689530e-03
2.810608552325797975e-03	7.457043781206575961e-01	7.457043781206575996e-03
3.213186814592538642e-03	7.334686332900052230e-01	7.334686332900052126e-03
3.618274866225991860e-03	7.212328884593528500e-01	7.212328884593528257e-03
4.000711703119337603e-03	7.090808955570055971e-01	7.090808955570055902e-03
4.425912787466298494e-03	6.944984491548916727e-01	6.944984491548916554e-03
4.820913472944991784e-03	6.831007728002631563e-01	6.831007728002631320e-03
5.228484303475086463e-03	6.698591810404902480e-01	6.698591810404902307e-03
5.628497369776879790e-03	6.578749665912395628e-01	6.578749665912395593e-03
6.033531002060211340e-03	6.450524090694786938e-01	6.450524090694786765e-03
6.433521474739113677e-03	6.326488857857297532e-01	6.326488857857297254e-03
6.838530649958571121e-03	6.204131409550773801e-01	6.204131409550774252e-03
7.241010868150495050e-03	6.081773961244248961e-01	6.081773961244249516e-03
7.643476969621207720e-03	5.960254032220776432e-01	5.960254032220776294e-03
8.043412897636676578e-03	5.837059064631201499e-01	5.837059064631201777e-03
8.445848512282911127e-03	5.713861351076763295e-01	5.713861351076763781e-03
8.848267661315295865e-03	5.582285698726948686e-01	5.582285698726948894e-03
9.250669560197112215e-03	5.440651577085928725e-01	5.440651577085928864e-03
9.653053424425264012e-03	5.295664632347840683e-01	5.295664632347841030e-03
1.005541846953181793e-02	5.142299748814376237e-01	5.142299748814376306e-03
1.046027850680173593e-02	4.981388953838860600e-01	4.981388953838860982e-03
1.086008896469338111e-02	4.824671247208326963e-01	4.824671247208326720e-03
1.126490717703394762e-02	4.660410375100605407e-01	4.660410375100605337e-03
1.166467477069963420e-02	4.526319418936773920e-01	4.526319418936774162e-03
1.206693395451683554e-02	4.418208036336711553e-01	4.418208036336711275e-03
1.247168351047127713e-02	4.329373327071145416e-01	4.329373327071145416e-03
1.287138096265662626e-02	4.220424425188032957e-01	4.220424425188032749e-03
1.327356721866860059e-02	4.072084657352876280e-01	4.072084657352876245e-03
1.367572759718207846e-02	3.894415238821744008e-01	3.894415238821744094e-03
1.408037456440927940e-02	3.689088462195876938e-01	3.689088462195877147e-03
1.447996758563656165e-02	3.470353139146598598e-01	3.470353139146598563e-03
1.488204562767056136e-02	3.230666104196722177e-01	3.230666104196722090e-03
1.528660736994304561e-02	2.981758119238692162e-01	2.981758119238692422e-03
1.568611388799501238e-02	2.742908603571866943e-01	2.742908603571867030e-03
1.609312720000063285e-02	2.518306801190420829e-01	2.518306801190420968e-03
1.649005982485235444e-02	2.369968680934182170e-01	2.369968680934182378e-03
1.689700882023573159e-02	2.318008435420697289e-01	2.318008435420697202e-03
1.729387716891067628e-02	2.344826626653463697e-01	2.344826626653463870e-03
1.769824716764822198e-02	2.328903325609008867e-01	2.328903325609008729e-03
1.809755965184086865e-02	2.195650437921200793e-01	2.195650437921200984e-03
1.850185942866064762e-02	1.955962853778351607e-01	1.955962853778351728e-03
1.889859016595360833e-02	1.667667298026113409e-01	1.667667298026113401e-03
1.930532740845661982e-02	1.344172866280869405e-01	1.344172866280869336e-03
1.970449496630759245e-02	1.040792077960199929e-01	1.040792077960199947e-03
2.010864484143142644e-02	7.642294808722971400e-02	7.642294808722971183e-04
2.050773526663975457e-02	5.656072520546212568e-02	5.656072520546212958e-04
2.090929583695732424e-02	4.742577881680109381e-02	4.742577881680109554e-04
2.131332501249480482e-02	5.119708695890885786e-02	5.119708695890886089e-04
2.171229390358257044e-02	6.326527301365371392e-02	6.326527301365371002e-04
2.211372983440443307e-02	7.550107276360336350e-02	7.550107276360336437e-04
2.252013978747639117e-02	7.801527819167521083e-02	7.801527819167521517e-04
2.291647157796869796e-02	6.762322908897824836e-02	6.762322908897824489e-04
2.331777582572500465e-02	4.776100620721067391e-02	4.776100620721067348e-04
