BetaPara	BetaPerp	DeltaPara	DeltaPerp	Delta	Beta	Energy
0.00118372	0.00120417	0.00184418	0.00172323	0.00181617	0.00118593	318.95
0.00118335	0.00120204	0.00184363	0.00172558	0.00181597	0.00118538	319.0
0.00118299	0.0011996	0.00184303	0.00172679	0.0018156	0.00118478	319.05
0.00118262	0.00119715	0.00184242	0.00172742	0.00181517	0.00118419	319.1
0.00118225	0.00119473	0.00184182	0.00172765	0.0018147	0.0011836	319.15
0.00118189	0.00119232	0.00184124	0.00172754	0.00181421	0.00118301	319.2
0.00118152	0.00118993	0.00184069	0.0017271	0.00181371	0.00118242	319.25
0.00118116	0.00118755	0.00184017	0.00172634	0.0018132	0.00118183	319.3
0.00118079	0.00118519	0.00183971	0.00172516	0.00181269	0.00118125	319.35
0.00118041	0.00118297	0.00183938	0.00172319	0.00181221	0.00118066	319.4
0.00117975	0.00118202	0.0018392	0.00172104	0.00181185	0.00117996	319.45
0.00117867	0.00118122	0.00183876	0.00171897	0.00181126	0.00117891	319.5
0.00117772	0.00118146	0.00183786	0.00171713	0.00181028	0.0011781	319.55
0.00117705	0.00118168	0.00183686	0.00171614	0.00180933	0.00117754	319.6
0.00117655	0.00118176	0.0018359	0.00171542	0.00180843	0.0011771	319.65
0.00117612	0.00118177	0.001835	0.00171486	0.00180759	0.00117673	319.7
0.00117576	0.00118174	0.00183414	0.00171443	0.00180682	0.0011764	319.75
0.00117543	0.00118167	0.00183334	0.00171412	0.0018061	0.0011761	319.8
0.00117514	0.00118157	0.00183258	0.00171394	0.00180544	0.00117583	319.85
0.00117486	0.00118148	0.00183188	0.00171393	0.00180485	0.00117557	319.9
0.00117457	0.00118138	0.00183123	0.00171441	0.00180436	0.0011753	319.95
0.00117425	0.00118026	0.00183062	0.00171491	0.00180391	0.0011749	320.0
0.00117391	0.00117911	0.00183002	0.00171493	0.00180341	0.00117446	320.05
0.00117356	0.00117796	0.00182942	0.00171476	0.0018029	0.00117402	320.1
0.00117321	0.00117682	0.00182883	0.00171445	0.00180237	0.00117359	320.15
0.00117287	0.00117568	0.00182825	0.00171402	0.00180183	0.00117315	320.2
0.00117252	0.00117454	0.00182768	0.00171349	0.0018013	0.00117272	320.25
0.00117218	0.00117341	0.00182712	0.00171284	0.00180077	0.00117228	320.3
0.00117183	0.00117227	0.00182659	0.00171206	0.00180023	0.00117185	320.35
0.00117148	0.00117115	0.00182608	0.00171108	0.0017997	0.00117142	320.4
0.00117112	0.00117021	0.00182562	0.00170973	0.00179917	0.00117099	320.45
0.00117068	0.00116988	0.00182516	0.00170837	0.00179864	0.00117056	320.5
0.00117023	0.00116967	0.00182466	0.00170737	0.00179812	0.00117014	320.55
0.00116979	0.00116946	0.00182415	0.0017065	0.00179759	0.00116972	320.6
0.00116934	0.00116925	0.00182363	0.0017057	0.00179707	0.0011693	320.65
0.00116889	0.00116904	0.0018231	0.00170495	0.00179655	0.00116888	320.7
0.00116844	0.00116883	0.00182257	0.00170422	0.00179603	0.00116846	320.75
0.00116799	0.00116862	0.00182204	0.0017035	0.0017955	0.00116804	320.8
0.00116755	0.00116841	0.00182151	0.00170276	0.00179498	0.00116762	320.85
0.0011671	0.00116821	0.00182097	0.00170194	0.00179444	0.0011672	320.9
0.00116666	0.00116811	0.00182041	0.00170091	0.00179385	0.0011668	320.95
0.00116626	0.00116856	0.00181985	0.00169995	0.00179328	0.0011665	321.0
0.00116586	0.00116911	0.00181931	0.00169932	0.00179276	0.0011662	321.05
0.00116546	0.00116966	0.00181878	0.00169891	0.00179228	0.00116591	321.1
0.00116506	0.00117021	0.00181826	0.00169866	0.00179181	0.00116562	321.15
0.00116466	0.00117076	0.00181775	0.00169859	0.00179138	0.00116533	321.2
0.00116426	0.00117131	0.00181724	0.00169866	0.00179097	0.00116503	321.25
0.00116386	0.00117186	0.00181674	0.00169892	0.00179058	0.00116474	321.3
0.00116346	0.0011724	0.00181624	0.00169938	0.00179021	0.00116445	321.35
0.00116306	0.00117293	0.00181573	0.0017002	0.00178988	0.00116415	321.4
0.00116268	0.00117308	0.00181522	0.00170161	0.00178962	0.00116383	321.45
0.0011623	0.00117226	0.00181472	0.00170302	0.00178936	0.0011634	321.5
0.00116193	0.00117115	0.00181423	0.00170381	0.00178904	0.00116295	321.55
0.00116156	0.00117002	0.00181376	0.00170428	0.00178871	0.0011625	321.6
0.0011612	0.00116889	0.0018133	0.00170456	0.00178835	0.00116205	321.65
0.00116083	0.00116777	0.00181285	0.00170469	0.00178799	0.0011616	321.7
0.00116046	0.00116666	0.0018124	0.00170468	0.00178763	0.00116115	321.75
0.0011601	0.00116555	0.00181196	0.00170452	0.00178725	0.0011607	321.8
0.00115973	0.00116445	0.00181153	0.0017042	0.00178686	0.00116025	321.85
0.00115936	0.00116336	0.00181111	0.00170367	0.00178645	0.0011598	321.9
0.00115899	0.00116238	0.00181071	0.00170273	0.00178601	0.00115936	321.95
0.0011586	0.00116223	0.00181031	0.00170178	0.00178558	0.001159	322.0
0.00115821	0.00116218	0.00180991	0.00170122	0.00178519	0.00115865	322.05
0.00115782	0.00116213	0.00180951	0.00170086	0.00178482	0.0011583	322.1
0.00115743	0.00116208	0.00180911	0.00170062	0.00178447	0.00115795	322.15
0.00115704	0.00116203	0.00180871	0.00170049	0.00178412	0.00115759	322.2
0.00115664	0.00116197	0.00180831	0.00170044	0.00178379	0.00115724	322.25
0.00115625	0.00116191	0.00180791	0.00170048	0.00178347	0.00115688	322.3
0.00115585	0.00116184	0.00180752	0.00170062	0.00178316	0.00115652	322.35
0.00115546	0.00116176	0.00180712	0.00170089	0.00178287	0.00115616	322.4
0.00115508	0.00116156	0.00180671	0.00170139	0.00178259	0.0011558	322.45
0.00115473	0.00116102	0.00180631	0.00170191	0.00178231	0.00115543	322.5
0.00115439	0.00116037	0.00180594	0.00170223	0.00178205	0.00115506	322.55
0.00115405	0.00115972	0.00180559	0.00170247	0.00178179	0.00115468	322.6
0.00115371	0.00115907	0.00180525	0.00170266	0.00178153	0.00115431	322.65
0.00115336	0.00115842	0.00180493	0.00170283	0.00178129	0.00115393	322.7
0.00115302	0.00115777	0.00180462	0.00170298	0.00178106	0.00115355	322.75
0.00115267	0.00115713	0.00180433	0.00170313	0.00178085	0.00115317	322.8
0.00115232	0.00115648	0.00180407	0.0017033	0.00178066	0.00115278	322.85
0.00115196	0.00115584	0.00180383	0.00170348	0.00178049	0.0011524	322.9
0.00115159	0.00115522	0.00180363	0.00170382	0.00178038	0.001152	322.95
0.00115113	0.00115422	0.00180344	0.00170413	0.00178027	0.00115147	323.0
0.00115065	0.00115324	0.00180321	0.00170424	0.0017801	0.00115094	323.05
0.00115017	0.00115227	0.00180296	0.00170429	0.00177991	0.00115041	323.1
0.00114969	0.0011513	0.00180269	0.00170427	0.0017797	0.00114987	323.15
0.0011492	0.00115035	0.00180243	0.0017042	0.00177949	0.00114933	323.2
0.00114872	0.0011494	0.00180216	0.0017041	0.00177926	0.0011488	323.25
0.00114823	0.00114846	0.00180189	0.00170396	0.00177903	0.00114826	323.3
0.00114775	0.00114753	0.00180161	0.00170378	0.00177878	0.00114772	323.35
0.00114726	0.00114661	0.00180131	0.00170356	0.00177852	0.00114719	323.4
0.00114678	0.00114569	0.00180101	0.0017033	0.00177825	0.00114666	323.45
0.00114633	0.00114483	0.0018007	0.001703	0.00177797	0.00114616	323.5
0.00114589	0.00114398	0.00180042	0.00170271	0.00177771	0.00114567	323.55
0.00114545	0.00114313	0.00180016	0.0017024	0.00177747	0.00114519	323.6
0.001145	0.00114229	0.00179991	0.00170206	0.00177723	0.0011447	323.65
0.00114456	0.00114146	0.00179967	0.0017017	0.00177701	0.0011442	323.7
0.00114411	0.00114064	0.00179945	0.00170131	0.00177678	0.00114371	323.75
0.00114365	0.00113983	0.00179923	0.00170089	0.00177657	0.00114322	323.8
0.0011432	0.00113902	0.00179903	0.00170043	0.00177636	0.00114272	323.85
0.00114273	0.00113823	0.00179886	0.0016999	0.00177618	0.00114222	323.9
0.00114225	0.00113749	0.00179876	0.00169926	0.00177603	0.00114171	323.95
0.00114164	0.00113698	0.00179864	0.00169863	0.00177588	0.00114111	324.0
0.00114101	0.00113649	0.00179846	0.0016981	0.00177568	0.0011405	324.05
0.00114039	0.00113601	0.00179825	0.00169762	0.00177546	0.00113989	324.1
0.00113977	0.00113552	0.00179801	0.00169716	0.00177522	0.00113929	324.15
0.00113915	0.00113503	0.00179776	0.00169671	0.00177497	0.00113868	324.2
0.00113853	0.00113454	0.00179749	0.00169625	0.0017747	0.00113808	324.25
0.00113791	0.00113405	0.00179721	0.00169579	0.00177443	0.00113748	324.3
0.0011373	0.00113356	0.00179692	0.00169529	0.00177413	0.00113688	324.35
0.00113668	0.00113308	0.00179662	0.00169473	0.00177382	0.00113628	324.4
0.00113608	0.00113268	0.00179629	0.00169402	0.00177347	0.0011357	324.45
0.00113552	0.00113258	0.00179595	0.00169334	0.00177312	0.00113519	324.5
0.00113496	0.00113254	0.00179564	0.00169288	0.00177281	0.0011347	324.55
0.00113441	0.00113249	0.00179534	0.00169253	0.00177252	0.0011342	324.6
0.00113386	0.00113242	0.00179503	0.00169225	0.00177225	0.0011337	324.65
0.0011333	0.00113233	0.00179474	0.00169202	0.00177198	0.0011332	324.7
0.00113274	0.00113223	0.00179444	0.00169184	0.00177172	0.0011327	324.75
0.00113218	0.00113211	0.00179415	0.00169169	0.00177147	0.00113219	324.8
0.00113163	0.00113197	0.00179386	0.00169158	0.00177122	0.00113168	324.85
0.00113107	0.00113181	0.00179357	0.0016915	0.00177098	0.00113116	324.9
0.00113051	0.00113164	0.00179327	0.00169145	0.00177073	0.00113065	324.95
