BetaPara	BetaPerp	DeltaPara	DeltaPerp	Delta	Beta	Energy
4.6811781751765575e-06	4.6811781751765575e-06	1.0409574935840782e-05	1.0409574935840782e-05	1.0409574935840782e-05	4.6811781751765575e-06	286.1
4.295902304579229e-06	4.295902304579229e-06	9.384296190195253e-06	9.384296190195253e-06	9.384296190195253e-06	4.295902304579229e-06	286.2
3.9799200326378264e-06	3.9799200326378264e-06	8.342510937958342e-06	8.342510937958342e-06	8.342510937958342e-06	3.9799200326378264e-06	286.3
3.7807322517554774e-06	3.7807322517554774e-06	7.240840512697694e-06	7.240840512697694e-06	7.240840512697694e-06	3.7807322517554774e-06	286.4
3.750070036730532e-06	3.750070036730532e-06	6.071021291803674e-06	6.071021291803674e-06	6.071021291803674e-06	3.750070036730532e-06	286.5
3.929542737528571e-06	3.929542737528571e-06	4.820900938237978e-06	4.820900938237978e-06	4.820900938237978e-06	3.929542737528571e-06	286.6
4.490414479145818e-06	4.490414479145818e-06	3.583082620084634e-06	3.583082620084634e-06	3.583082620084634e-06	4.490414479145818e-06	286.7
5.377625853197978e-06	5.377625853197978e-06	2.5024111349491566e-06	2.5024111349491566e-06	2.5024111349491566e-06	5.377625853197978e-06	286.8
6.609444535963013e-06	6.609444535963013e-06	1.7300020372872734e-06	1.7300020372872734e-06	1.7300020372872734e-06	6.609444535963013e-06	286.9
7.975248397532983e-06	7.975248397532983e-06	1.3974106682710295e-06	1.3974106682710295e-06	1.3974106682710295e-06	7.975248397532983e-06	287.0
9.265587391939362e-06	9.265587391939362e-06	1.4313768187301438e-06	1.4313768187301438e-06	1.4313768187301438e-06	9.265587391939362e-06	287.1
1.0649068583822358e-05	1.0649068583822358e-05	1.9950789879173903e-06	1.9950789879173903e-06	1.9950789879173903e-06	1.0649068583822358e-05	287.2
1.1308931870147173e-05	1.1308931870147173e-05	2.9404769562721486e-06	2.9404769562721486e-06	2.9404769562721486e-06	1.1308931870147173e-05	287.3
1.1524858377593287e-05	1.1524858377593287e-05	3.7963912658554505e-06	3.7963912658554505e-06	3.7963912658554505e-06	1.1524858377593287e-05	287.4
1.1459688426751501e-05	1.1459688426751501e-05	4.4637289701899454e-06	4.4637289701899454e-06	4.4637289701899454e-06	1.1459688426751501e-05	287.5
1.1255051864541495e-05	1.1255051864541495e-05	4.9276280430896875e-06	4.9276280430896875e-06	4.9276280430896875e-06	1.1255051864541495e-05	287.6
1.0957209567602867e-05	1.0957209567602867e-05	5.182032750197847e-06	5.182032750197847e-06	5.182032750197847e-06	1.0957209567602867e-05	287.7
1.0686083898233442e-05	1.0686083898233442e-05	5.234842811368869e-06	5.234842811368869e-06	5.234842811368869e-06	1.0686083898233442e-05	287.8
1.0512740795968198e-05	1.0512740795968198e-05	5.174825773374536e-06	5.174825773374536e-06	5.174825773374536e-06	1.0512740795968198e-05	287.9
1.035608626258601e-05	1.035608626258601e-05	5.025806499193083e-06	5.025806499193083e-06	5.025806499193083e-06	1.035608626258601e-05	288.0
1.0289641104473084e-05	1.0289641104473084e-05	4.768965065801819e-06	4.768965065801819e-06	4.768965065801819e-06	1.0289641104473084e-05	288.1
1.035546902575265e-05	1.035546902575265e-05	4.457344316930621e-06	4.457344316930621e-06	4.457344316930621e-06	1.035546902575265e-05	288.2
1.0509406549873375e-05	1.0509406549873375e-05	4.083838178500351e-06	4.083838178500351e-06	4.083838178500351e-06	1.0509406549873375e-05	288.3
1.0930559815689055e-05	1.0930559815689055e-05	3.7160064495859982e-06	3.7160064495859982e-06	3.7160064495859982e-06	1.0930559815689055e-05	288.4
1.1537688502052764e-05	1.1537688502052764e-05	3.4876928867890352e-06	3.4876928867890352e-06	3.4876928867890352e-06	1.1537688502052764e-05	288.5
1.2354276619784491e-05	1.2354276619784491e-05	3.5600022775174134e-06	3.5600022775174134e-06	3.5600022775174134e-06	1.2354276619784491e-05	288.6
1.3032645995024937e-05	1.3032645995024937e-05	4.00418079683941e-06	4.00418079683941e-06	4.00418079683941e-06	1.3032645995024937e-05	288.7
1.3403499222882073e-05	1.3403499222882073e-05	4.6552500913191235e-06	4.6552500913191235e-06	4.6552500913191235e-06	1.3403499222882073e-05	288.8
1.3422613336518719e-05	1.3422613336518719e-05	5.299328368282335e-06	5.299328368282335e-06	5.299328368282335e-06	1.3422613336518719e-05	288.9
1.3234430563663706e-05	1.3234430563663706e-05	5.813508268282317e-06	5.813508268282317e-06	5.813508268282317e-06	1.3234430563663706e-05	289.0
1.284916178103687e-05	1.284916178103687e-05	6.098607848298931e-06	6.098607848298931e-06	6.098607848298931e-06	1.284916178103687e-05	289.1
1.2545857348698543e-05	1.2545857348698543e-05	6.169405848694305e-06	6.169405848694305e-06	6.169405848694305e-06	1.2545857348698543e-05	289.2
1.225439997933935e-05	1.225439997933935e-05	6.099709243227672e-06	6.099709243227672e-06	6.099709243227672e-06	1.225439997933935e-05	289.3
1.2088919840727318e-05	1.2088919840727318e-05	5.918220544479551e-06	5.918220544479551e-06	5.918220544479551e-06	1.2088919840727318e-05	289.4
1.200362312868492e-05	1.200362312868492e-05	5.685741800391499e-06	5.685741800391499e-06	5.685741800391499e-06	1.200362312868492e-05	289.5
1.1996497243602672e-05	1.1996497243602672e-05	5.394864866042727e-06	5.394864866042727e-06	5.394864866042727e-06	1.1996497243602672e-05	289.6
1.2111604991742237e-05	1.2111604991742237e-05	5.043333948711177e-06	5.043333948711177e-06	5.043333948711177e-06	1.2111604991742237e-05	289.7
1.2445065185969505e-05	1.2445065185969505e-05	4.720672315608381e-06	4.720672315608381e-06	4.720672315608381e-06	1.2445065185969505e-05	289.8
1.2911454287314112e-05	1.2911454287314112e-05	4.533473334353089e-06	4.533473334353089e-06	4.533473334353089e-06	1.2911454287314112e-05	289.9
1.3445010676641548e-05	1.3445010676641548e-05	4.520695806056364e-06	4.520695806056364e-06	4.520695806056364e-06	1.3445010676641548e-05	290.0
1.3970597422043675e-05	1.3970597422043675e-05	4.724035722636128e-06	4.724035722636128e-06	4.724035722636128e-06	1.3970597422043675e-05	290.1
1.4291486108797352e-05	1.4291486108797352e-05	5.075932538310183e-06	5.075932538310183e-06	5.075932538310183e-06	1.4291486108797352e-05	290.2
1.4393754080311575e-05	1.4393754080311575e-05	5.382208237939857e-06	5.382208237939857e-06	5.382208237939857e-06	1.4393754080311575e-05	290.3
1.4495229937620618e-05	1.4495229937620618e-05	5.613827401633324e-06	5.613827401633324e-06	5.613827401633324e-06	1.4495229937620618e-05	290.4
1.4519906167809324e-05	1.4519906167809324e-05	5.793734278040254e-06	5.793734278040254e-06	5.793734278040254e-06	1.4519906167809324e-05	290.5
1.4578126877689566e-05	1.4578126877689566e-05	5.917071399695007e-06	5.917071399695007e-06	5.917071399695007e-06	1.4578126877689566e-05	290.6
1.4635257089320777e-05	1.4635257089320777e-05	6.024360239077611e-06	6.024360239077611e-06	6.024360239077611e-06	1.4635257089320777e-05	290.7
1.4685569791555009e-05	1.4685569791555009e-05	6.092342031857759e-06	6.092342031857759e-06	6.092342031857759e-06	1.4685569791555009e-05	290.8
1.4813053692949852e-05	1.4813053692949852e-05	6.170714337552592e-06	6.170714337552592e-06	6.170714337552592e-06	1.4813053692949852e-05	290.9
1.4871440026378186e-05	1.4871440026378186e-05	6.2564172458315955e-06	6.2564172458315955e-06	6.2564172458315955e-06	1.4871440026378186e-05	291.0
1.495194699941664e-05	1.495194699941664e-05	6.2849995332072265e-06	6.2849995332072265e-06	6.2849995332072265e-06	1.495194699941664e-05	291.1
1.5133602275382172e-05	1.5133602275382172e-05	6.344109694705866e-06	6.344109694705866e-06	6.344109694705866e-06	1.5133602275382172e-05	291.2
1.5246889869822875e-05	1.5246889869822875e-05	6.43827158534314e-06	6.43827158534314e-06	6.43827158534314e-06	1.5246889869822875e-05	291.3
1.5385898591162098e-05	1.5385898591162098e-05	6.522764791349471e-06	6.522764791349471e-06	6.522764791349471e-06	1.5385898591162098e-05	291.4
1.5519492336416734e-05	1.5519492336416734e-05	6.622696701538269e-06	6.622696701538269e-06	6.622696701538269e-06	1.5519492336416734e-05	291.5
1.5634098259951624e-05	1.5634098259951624e-05	6.705843809206339e-06	6.705843809206339e-06	6.705843809206339e-06	1.5634098259951624e-05	291.6
1.582562800503427e-05	1.582562800503427e-05	6.8300225392030875e-06	6.8300225392030875e-06	6.8300225392030875e-06	1.582562800503427e-05	291.7
1.5878702189314967e-05	1.5878702189314967e-05	6.941223994835857e-06	6.941223994835857e-06	6.941223994835857e-06	1.5878702189314967e-05	291.8
1.6049547154704633e-05	1.6049547154704633e-05	7.005449209573124e-06	7.005449209573124e-06	7.005449209573124e-06	1.6049547154704633e-05	291.9
1.6259143424143965e-05	1.6259143424143965e-05	7.154298628831537e-06	7.154298628831537e-06	7.154298628831537e-06	1.6259143424143965e-05	292.0
1.6360366561007228e-05	1.6360366561007228e-05	7.325887128220564e-06	7.325887128220564e-06	7.325887128220564e-06	1.6360366561007228e-05	292.1
1.6473370340421557e-05	1.6473370340421557e-05	7.449182979282339e-06	7.449182979282339e-06	7.449182979282339e-06	1.6473370340421557e-05	292.2
1.6650196099616924e-05	1.6650196099616924e-05	7.600449589014564e-06	7.600449589014564e-06	7.600449589014564e-06	1.6650196099616924e-05	292.3
1.676410193626762e-05	1.676410193626762e-05	7.775612474739746e-06	7.775612474739746e-06	7.775612474739746e-06	1.676410193626762e-05	292.4
1.6909908897823026e-05	1.6909908897823026e-05	7.959782775547636e-06	7.959782775547636e-06	7.959782775547636e-06	1.6909908897823026e-05	292.5
1.6995533825133368e-05	1.6995533825133368e-05	8.141791319963844e-06	8.141791319963844e-06	8.141791319963844e-06	1.6995533825133368e-05	292.6
1.7144748611661475e-05	1.7144748611661475e-05	8.336766810345661e-06	8.336766810345661e-06	8.336766810345661e-06	1.7144748611661475e-05	292.7
1.7223241858669296e-05	1.7223241858669296e-05	8.558314779030305e-06	8.558314779030305e-06	8.558314779030305e-06	1.7223241858669296e-05	292.8
1.7298131709531942e-05	1.7298131709531942e-05	8.755111183878563e-06	8.755111183878563e-06	8.755111183878563e-06	1.7298131709531942e-05	292.9
1.740042672527051e-05	1.740042672527051e-05	8.96974197496306e-06	8.96974197496306e-06	8.96974197496306e-06	1.740042672527051e-05	293.0
1.7442998925820767e-05	1.7442998925820767e-05	9.175487878244753e-06	9.175487878244753e-06	9.175487878244753e-06	1.7442998925820767e-05	293.1
1.7570373040788753e-05	1.7570373040788753e-05	9.406542004745946e-06	9.406542004745946e-06	9.406542004745946e-06	1.7570373040788753e-05	293.2
1.7592377548647812e-05	1.7592377548647812e-05	9.65952793953132e-06	9.65952793953132e-06	9.65952793953132e-06	1.7592377548647812e-05	293.3
1.767552373773719e-05	1.767552373773719e-05	9.920673806537655e-06	9.920673806537655e-06	9.920673806537655e-06	1.767552373773719e-05	293.4
1.768321197661906e-05	1.768321197661906e-05	1.02328717035589e-05	1.02328717035589e-05	1.02328717035589e-05	1.768321197661906e-05	293.5
1.759828131426438e-05	1.759828131426438e-05	1.0491871124388758e-05	1.0491871124388758e-05	1.0491871124388758e-05	1.759828131426438e-05	293.6
1.7609945586544002e-05	1.7609945586544002e-05	1.076463735298253e-05	1.076463735298253e-05	1.076463735298253e-05	1.7609945586544002e-05	293.7
1.7433790273563488e-05	1.7433790273563488e-05	1.1006667327538354e-05	1.1006667327538354e-05	1.1006667327538354e-05	1.7433790273563488e-05	293.8
1.7397739163827154e-05	1.7397739163827154e-05	1.1198665060102028e-05	1.1198665060102028e-05	1.1198665060102028e-05	1.7397739163827154e-05	293.9
1.7293987915322626e-05	1.7293987915322626e-05	1.1433307722506555e-05	1.1433307722506555e-05	1.1433307722506555e-05	1.7293987915322626e-05	294.0
1.7151214468376363e-05	1.7151214468376363e-05	1.164025318499584e-05	1.164025318499584e-05	1.164025318499584e-05	1.7151214468376363e-05	294.1
1.6987529811521212e-05	1.6987529811521212e-05	1.1809732643944417e-05	1.1809732643944417e-05	1.1809732643944417e-05	1.6987529811521212e-05	294.2
1.680203302793207e-05	1.680203302793207e-05	1.191300467225175e-05	1.191300467225175e-05	1.191300467225175e-05	1.680203302793207e-05	294.3
1.6708468699525544e-05	1.6708468699525544e-05	1.2002678952624294e-05	1.2002678952624294e-05	1.2002678952624294e-05	1.6708468699525544e-05	294.4
1.655657439980753e-05	1.655657439980753e-05	1.2082478922026639e-05	1.2082478922026639e-05	1.2082478922026639e-05	1.655657439980753e-05	294.5
1.6484171077304616e-05	1.6484171077304616e-05	1.2148037449539744e-05	1.2148037449539744e-05	1.2148037449539744e-05	1.6484171077304616e-05	294.6
1.6380117498543836e-05	1.6380117498543836e-05	1.2237152237208711e-05	1.2237152237208711e-05	1.2237152237208711e-05	1.6380117498543836e-05	294.7
1.624127767151748e-05	1.624127767151748e-05	1.2274401989814164e-05	1.2274401989814164e-05	1.2274401989814164e-05	1.624127767151748e-05	294.8
1.619985839434368e-05	1.619985839434368e-05	1.2293013635751937e-05	1.2293013635751937e-05	1.2293013635751937e-05	1.619985839434368e-05	294.9
1.6158460654411036e-05	1.6158460654411036e-05	1.2346449187613754e-05	1.2346449187613754e-05	1.2346449187613754e-05	1.6158460654411036e-05	295.0
1.6117084436474738e-05	1.6117084436474738e-05	1.2411053196224773e-05	1.2411053196224773e-05	1.2411053196224773e-05	1.6117084436474738e-05	295.1
1.607572972530164e-05	1.607572972530164e-05	1.2484056360823367e-05	1.2484056360823367e-05	1.2484056360823367e-05	1.607572972530164e-05	295.2
1.6034396505670148e-05	1.6034396505670148e-05	1.2570282616400848e-05	1.2570282616400848e-05	1.2570282616400848e-05	1.6034396505670148e-05	295.3
1.5975154541711885e-05	1.5975154541711885e-05	1.2671419954059804e-05	1.2671419954059804e-05	1.2671419954059804e-05	1.5975154541711885e-05	295.4
1.5874123150962177e-05	1.5874123150962177e-05	1.2759154964263695e-05	1.2759154964263695e-05	1.2759154964263695e-05	1.5874123150962177e-05	295.5
1.577315362639524e-05	1.577315362639524e-05	1.2817148551951445e-05	1.2817148551951445e-05	1.2817148551951445e-05	1.577315362639524e-05	295.6
1.567224591182796e-05	1.567224591182796e-05	1.2849481748448472e-05	1.2849481748448472e-05	1.2849481748448472e-05	1.567224591182796e-05	295.7
1.559164031389634e-05	1.559164031389634e-05	1.2855097902472846e-05	1.2855097902472846e-05	1.2855097902472846e-05	1.559164031389634e-05	295.8
1.555829428571187e-05	1.555829428571187e-05	1.286550597434581e-05	1.286550597434581e-05	1.286550597434581e-05	1.555829428571187e-05	295.9
1.5524964333005226e-05	1.5524964333005226e-05	1.2897620840518788e-05	1.2897620840518788e-05	1.2897620840518788e-05	1.5524964333005226e-05	296.0
1.5491650446027712e-05	1.5491650446027712e-05	1.2941292752451162e-05	1.2941292752451162e-05	1.2941292752451162e-05	1.5491650446027712e-05	296.1
1.54489333433443e-05	1.54489333433443e-05	1.2994908250775295e-05	1.2994908250775295e-05	1.2994908250775295e-05	1.54489333433443e-05	296.2
1.5384267761806787e-05	1.5384267761806787e-05	1.304240297485067e-05	1.304240297485067e-05	1.304240297485067e-05	1.5384267761806787e-05	296.3
1.5319639393429153e-05	1.5319639393429153e-05	1.307434385366154e-05	1.307434385366154e-05	1.307434385366154e-05	1.5319639393429153e-05	296.4
1.5255048207053352e-05	1.5255048207053352e-05	1.3091605785485941e-05	1.3091605785485941e-05	1.3091605785485941e-05	1.5255048207053352e-05	296.5
1.5203291949563754e-05	1.5203291949563754e-05	1.309292407202888e-05	1.309292407202888e-05	1.309292407202888e-05	1.5203291949563754e-05	296.6
1.5181415602597498e-05	1.5181415602597498e-05	1.3097810950612292e-05	1.3097810950612292e-05	1.3097810950612292e-05	1.5181415602597498e-05	296.7
