BetaPara	BetaPerp	DeltaPara	DeltaPerp	Delta	Beta	Energy
1.5159547610821628e-05	1.5159547610821628e-05	1.3116593811884837e-05	1.3116593811884837e-05	1.3116593811884837e-05	1.5159547610821628e-05	296.8
1.5137687972244527e-05	1.5137687972244527e-05	1.3142391233949699e-05	1.3142391233949699e-05	1.3142391233949699e-05	1.5137687972244527e-05	296.9
1.5110192281486155e-05	1.5110192281486155e-05	1.3173711043041619e-05	1.3173711043041619e-05	1.3173711043041619e-05	1.5110192281486155e-05	297.0
1.5069542897975352e-05	1.5069542897975352e-05	1.3200250572159646e-05	1.3200250572159646e-05	1.3200250572159646e-05	1.5069542897975352e-05	297.1
1.5028914517403041e-05	1.5028914517403041e-05	1.3215157457563987e-05	1.3215157457563987e-05	1.3215157457563987e-05	1.5028914517403041e-05	297.2
1.4988307124983026e-05	1.4988307124983026e-05	1.3214820905623005e-05	1.3214820905623005e-05	1.3214820905623005e-05	1.4988307124983026e-05	297.3
1.4965879292256597e-05	1.4965879292256597e-05	1.3196688782694556e-05	1.3196688782694556e-05	1.3196688782694556e-05	1.4965879292256597e-05	297.4
1.4985816003400212e-05	1.4985816003400212e-05	1.3188387510911287e-05	1.3188387510911287e-05	1.3188387510911287e-05	1.4985816003400212e-05	297.5
1.5005732998343637e-05	1.5005732998343637e-05	1.32049729557343e-05	1.32049729557343e-05	1.32049729557343e-05	1.5005732998343637e-05	297.6
1.502563030331995e-05	1.502563030331995e-05	1.3238246433315942e-05	1.3238246433315942e-05	1.3238246433315942e-05	1.502563030331995e-05	297.7
1.5034128837047126e-05	1.5034128837047126e-05	1.3287154485210499e-05	1.3287154485210499e-05	1.3287154485210499e-05	1.5034128837047126e-05	297.8
1.501607303473078e-05	1.501607303473078e-05	1.3332843476394162e-05	1.3332843476394162e-05	1.3332843476394162e-05	1.501607303473078e-05	297.9
1.4998023066391487e-05	1.4998023066391487e-05	1.336448566286084e-05	1.336448566286084e-05	1.336448566286084e-05	1.4998023066391487e-05	298.0
1.497997893248003e-05	1.497997893248003e-05	1.3384129027889102e-05	1.3384129027889102e-05	1.3384129027889102e-05	1.497997893248003e-05	298.1
1.4976212539113088e-05	1.4976212539113088e-05	1.339119692230851e-05	1.339119692230851e-05	1.339119692230851e-05	1.4976212539113088e-05	298.2
1.5005732361831154e-05	1.5005732361831154e-05	1.3408683710367531e-05	1.3408683710367531e-05	1.3408683710367531e-05	1.5005732361831154e-05	298.3
1.5035226148769346e-05	1.5035226148769346e-05	1.3450516081490216e-05	1.3450516081490216e-05	1.3450516081490216e-05	1.5035226148769346e-05	298.4
1.5064693932374e-05	1.5064693932374e-05	1.351877597165321e-05	1.351877597165321e-05	1.351877597165321e-05	1.5064693932374e-05	298.5
1.5057036333376413e-05	1.5057036333376413e-05	1.3604339934765684e-05	1.3604339934765684e-05	1.3604339934765684e-05	1.5057036333376413e-05	298.6
1.5012290644994701e-05	1.5012290644994701e-05	1.3672268661251688e-05	1.3672268661251688e-05	1.3672268661251688e-05	1.5012290644994701e-05	298.7
1.496756868990748e-05	1.496756868990748e-05	1.3713656834863305e-05	1.3713656834863305e-05	1.3713656834863305e-05	1.496756868990748e-05	298.8
1.492287045053192e-05	1.492287045053192e-05	1.3733307452508995e-05	1.3733307452508995e-05	1.3733307452508995e-05	1.492287045053192e-05	298.9
1.4895693079623609e-05	1.4895693079623609e-05	1.3730699994166613e-05	1.3730699994166613e-05	1.3730699994166613e-05	1.4895693079623609e-05	299.0
1.4909340770321577e-05	1.4909340770321577e-05	1.373307893152151e-05	1.373307893152151e-05	1.373307893152151e-05	1.4909340770321577e-05	299.1
1.4922973154453695e-05	1.4922973154453695e-05	1.3754597040086719e-05	1.3754597040086719e-05	1.3754597040086719e-05	1.4922973154453695e-05	299.2
1.493659025355849e-05	1.493659025355849e-05	1.3783930524903335e-05	1.3783930524903335e-05	1.3783930524903335e-05	1.493659025355849e-05	299.3
1.4949413052697842e-05	1.4949413052697842e-05	1.3819027580854205e-05	1.3819027580854205e-05	1.3819027580854205e-05	1.4949413052697842e-05	299.4
1.4959106024691405e-05	1.4959106024691405e-05	1.3856825953791538e-05	1.3856825953791538e-05	1.3856825953791538e-05	1.4959106024691405e-05	299.5
1.4968786375264576e-05	1.4968786375264576e-05	1.3894920345767537e-05	1.3894920345767537e-05	1.3894920345767537e-05	1.4968786375264576e-05	299.6
1.497845412320627e-05	1.497845412320627e-05	1.3930542822164908e-05	1.3930542822164908e-05	1.3930542822164908e-05	1.497845412320627e-05	299.7
1.4998572706229984e-05	1.4998572706229984e-05	1.3963298924236389e-05	1.3963298924236389e-05	1.3963298924236389e-05	1.4998572706229984e-05	299.8
1.5043078249468106e-05	1.5043078249468106e-05	1.4012205315661366e-05	1.4012205315661366e-05	1.4012205315661366e-05	1.5043078249468106e-05	299.9
1.5087548004279451e-05	1.5087548004279451e-05	1.410266589803157e-05	1.410266589803157e-05	1.410266589803157e-05	1.5087548004279451e-05	300.0
1.498850867989154e-05	1.498850867989154e-05	1.4441336750200212e-05	1.4441336750200212e-05	1.4441336750200212e-05	1.498850867989154e-05	300.5
1.4960789244301733e-05	1.4960789244301733e-05	1.4738351135554923e-05	1.4738351135554923e-05	1.4738351135554923e-05	1.4960789244301733e-05	301.0
1.4862939982246195e-05	1.4862939982246195e-05	1.5105697482160798e-05	1.5105697482160798e-05	1.5105697482160798e-05	1.4862939982246195e-05	301.5
1.4578554922431379e-05	1.4578554922431379e-05	1.538453472043248e-05	1.538453472043248e-05	1.538453472043248e-05	1.4578554922431379e-05	302.0
1.4452110419601366e-05	1.4452110419601366e-05	1.562982734912303e-05	1.562982734912303e-05	1.562982734912303e-05	1.4452110419601366e-05	302.5
1.410697613422519e-05	1.410697613422519e-05	1.57965075243066e-05	1.57965075243066e-05	1.57965075243066e-05	1.410697613422519e-05	303.0
1.4075011838878793e-05	1.4075011838878793e-05	1.595822169868826e-05	1.595822169868826e-05	1.595822169868826e-05	1.4075011838878793e-05	303.5
1.3819468558019198e-05	1.3819468558019198e-05	1.6211189822813326e-05	1.6211189822813326e-05	1.6211189822813326e-05	1.3819468558019198e-05	304.0
1.3564158484097767e-05	1.3564158484097767e-05	1.6384836214065085e-05	1.6384836214065085e-05	1.6384836214065085e-05	1.3564158484097767e-05	304.5
1.3308128415449314e-05	1.3308128415449314e-05	1.6535942982839766e-05	1.6535942982839766e-05	1.6535942982839766e-05	1.3308128415449314e-05	305.0
1.301946063670511e-05	1.301946063670511e-05	1.665272927944397e-05	1.665272927944397e-05	1.665272927944397e-05	1.301946063670511e-05	305.5
1.2759795644055375e-05	1.2759795644055375e-05	1.676905395776281e-05	1.676905395776281e-05	1.676905395776281e-05	1.2759795644055375e-05	306.0
1.233402876352862e-05	1.233402876352862e-05	1.6767128052967383e-05	1.6767128052967383e-05	1.6767128052967383e-05	1.233402876352862e-05	306.5
1.216765557055007e-05	1.216765557055007e-05	1.6711803046600395e-05	1.6711803046600395e-05	1.6711803046600395e-05	1.216765557055007e-05	307.0
1.1860823614564331e-05	1.1860823614564331e-05	1.6641663000410878e-05	1.6641663000410878e-05	1.6641663000410878e-05	1.1860823614564331e-05	307.5
1.17970291251799e-05	1.17970291251799e-05	1.6587206666955124e-05	1.6587206666955124e-05	1.6587206666955124e-05	1.17970291251799e-05	308.0
1.1538999940495367e-05	1.1538999940495367e-05	1.655695180592844e-05	1.655695180592844e-05	1.655695180592844e-05	1.1538999940495367e-05	308.5
1.1449062735122308e-05	1.1449062735122308e-05	1.6514515762383223e-05	1.6514515762383223e-05	1.6514515762383223e-05	1.1449062735122308e-05	309.0
1.1188031661277833e-05	1.1188031661277833e-05	1.6450682857187557e-05	1.6450682857187557e-05	1.6450682857187557e-05	1.1188031661277833e-05	309.5
1.1109142678698093e-05	1.1109142678698093e-05	1.634033389131224e-05	1.634033389131224e-05	1.634033389131224e-05	1.1109142678698093e-05	310.0
1.087367224986687e-05	1.087367224986687e-05	1.621590235662956e-05	1.621590235662956e-05	1.621590235662956e-05	1.087367224986687e-05	311.0
1.0666705512311455e-05	1.0666705512311455e-05	1.6059993570661282e-05	1.6059993570661282e-05	1.6059993570661282e-05	1.0666705512311455e-05	312.0
1.0530008476068177e-05	1.0530008476068177e-05	1.589736602984622e-05	1.589736602984622e-05	1.589736602984622e-05	1.0530008476068177e-05	313.0
1.0455556347219764e-05	1.0455556347219764e-05	1.5798194753210378e-05	1.5798194753210378e-05	1.5798194753210378e-05	1.0455556347219764e-05	314.0
1.0259527990633676e-05	1.0259527990633676e-05	1.5669783182898842e-05	1.5669783182898842e-05	1.5669783182898842e-05	1.0259527990633676e-05	315.0
1.021170613015843e-05	1.021170613015843e-05	1.54898805938809e-05	1.54898805938809e-05	1.54898805938809e-05	1.021170613015843e-05	316.0
1.0213549482971055e-05	1.0213549482971055e-05	1.5383813292322213e-05	1.5383813292322213e-05	1.5383813292322213e-05	1.0213549482971055e-05	317.0
1.0168745541198992e-05	1.0168745541198992e-05	1.5312249634900965e-05	1.5312249634900965e-05	1.5312249634900965e-05	1.0168745541198992e-05	318.0
1.013015609564314e-05	1.013015609564314e-05	1.5229865289217134e-05	1.5229865289217134e-05	1.5229865289217134e-05	1.013015609564314e-05	319.0
1.0111411723544462e-05	1.0111411723544462e-05	1.5148844902286016e-05	1.5148844902286016e-05	1.5148844902286016e-05	1.0111411723544462e-05	320.0
1.0111852677924533e-05	1.0111852677924533e-05	1.507658628553499e-05	1.507658628553499e-05	1.507658628553499e-05	1.0111852677924533e-05	321.0
1.0157717328258414e-05	1.0157717328258414e-05	1.5065860218917464e-05	1.5065860218917464e-05	1.5065860218917464e-05	1.0157717328258414e-05	322.0
1.0065740937660186e-05	1.0065740937660186e-05	1.502285514063714e-05	1.502285514063714e-05	1.502285514063714e-05	1.0065740937660186e-05	323.0
1.0176305740427777e-05	1.0176305740427777e-05	1.5018768868303012e-05	1.5018768868303012e-05	1.5018768868303012e-05	1.0176305740427777e-05	324.0
1.0059136401020639e-05	1.0059136401020639e-05	1.5039176373796527e-05	1.5039176373796527e-05	1.5039176373796527e-05	1.0059136401020639e-05	325.0
1.0096543904670712e-05	1.0096543904670712e-05	1.5044379566543025e-05	1.5044379566543025e-05	1.5044379566543025e-05	1.0096543904670712e-05	326.0
9.950892598323326e-06	9.950892598323326e-06	1.502118688284119e-05	1.502118688284119e-05	1.502118688284119e-05	9.950892598323326e-06	327.0
1.002625030308265e-05	1.002625030308265e-05	1.499662281863525e-05	1.499662281863525e-05	1.499662281863525e-05	1.002625030308265e-05	328.0
9.933420746379697e-06	9.933420746379697e-06	1.5018308867763028e-05	1.5018308867763028e-05	1.5018308867763028e-05	9.933420746379697e-06	329.0
9.918572064750207e-06	9.918572064750207e-06	1.5004974352055086e-05	1.5004974352055086e-05	1.5004974352055086e-05	9.918572064750207e-06	330.0
9.865294114056255e-06	9.865294114056255e-06	1.500867454214249e-05	1.500867454214249e-05	1.500867454214249e-05	9.865294114056255e-06	331.0
9.820105035296901e-06	9.820105035296901e-06	1.5007088939965665e-05	1.5007088939965665e-05	1.5007088939965665e-05	9.820105035296901e-06	332.0
9.72919933160385e-06	9.72919933160385e-06	1.4953412523033278e-05	1.4953412523033278e-05	1.4953412523033278e-05	9.72919933160385e-06	333.0
9.80860437558711e-06	9.80860437558711e-06	1.4945518158828878e-05	1.4945518158828878e-05	1.4945518158828878e-05	9.80860437558711e-06	334.0
9.72250720172279e-06	9.72250720172279e-06	1.4989700352593742e-05	1.4989700352593742e-05	1.4989700352593742e-05	9.72250720172279e-06	335.0
9.649463440614628e-06	9.649463440614628e-06	1.4951925393142946e-05	1.4951925393142946e-05	1.4951925393142946e-05	9.649463440614628e-06	336.0
9.673195155622387e-06	9.673195155622387e-06	1.4933405115371964e-05	1.4933405115371964e-05	1.4933405115371964e-05	9.673195155622387e-06	337.0
9.635939944572915e-06	9.635939944572915e-06	1.4943611607081114e-05	1.4943611607081114e-05	1.4943611607081114e-05	9.635939944572915e-06	338.0
9.632171827256354e-06	9.632171827256354e-06	1.4942289045253786e-05	1.4942289045253786e-05	1.4942289045253786e-05	9.632171827256354e-06	339.0
9.667246486879885e-06	9.667246486879885e-06	1.500795736746375e-05	1.500795736746375e-05	1.500795736746375e-05	9.667246486879885e-06	340.0
