Energy,Intensity
3.134999999999963620e+02,1.849987879093962135e+02
3.135999999999963848e+02,1.845378652054241115e+02
3.136999999999964075e+02,1.848358879826267014e+02
3.137999999999963734e+02,1.847099568192722359e+02
3.138999999999963393e+02,1.840822959016186360e+02
3.139999999999963620e+02,1.834306456907653740e+02
3.140999999999963848e+02,1.828561147445771553e+02
3.141999999999963507e+02,1.835495820812605814e+02
3.142999999999963165e+02,1.835175374359233444e+02
3.143999999999963393e+02,1.822568369485618973e+02
3.144999999999963620e+02,1.825365016034948553e+02
3.145999999999963279e+02,1.820486603873639524e+02
3.146999999999962938e+02,1.817806621044923077e+02
3.147999999999963165e+02,1.817574556198075868e+02
3.148999999999963393e+02,1.807959900002525160e+02
3.149999999999963052e+02,1.803637534405696954e+02
3.150999999999962711e+02,1.803376177369258357e+02
3.151999999999962938e+02,1.801188353829448658e+02
3.152999999999963165e+02,1.797765460468170033e+02
3.153999999999962824e+02,1.800661094416807657e+02
3.154999999999962483e+02,1.795720310093179535e+02
3.155999999999962711e+02,1.798500290396707157e+02
3.156999999999962938e+02,1.793174667306381025e+02
3.157999999999962597e+02,1.788342718618216622e+02
3.158999999999962256e+02,1.788466200348476036e+02
3.159999999999962483e+02,1.783446125097850938e+02
3.160999999999962711e+02,1.782496906643771695e+02
3.161999999999962370e+02,1.785355420317668802e+02
3.162999999999962029e+02,1.780505037751571820e+02
3.163999999999962256e+02,1.776478624277164613e+02
3.164999999999962483e+02,1.776188985126638329e+02
3.165999999999962142e+02,1.770486603873639524e+02
3.166999999999961801e+02,1.768529582586298261e+02
3.167999999999962029e+02,1.757993485013004715e+02
3.168999999999962256e+02,1.761056791495164191e+02
3.169999999999961915e+02,1.767785914497108593e+02
3.170999999999961574e+02,1.766383172142117530e+02
3.171999999999961801e+02,1.759099012651195721e+02
3.172999999999962029e+02,1.758362162571652334e+02
3.173999999999961688e+02,1.762519633342592442e+02
3.174999999999961346e+02,1.756256155147597156e+02
3.175999999999961574e+02,1.754150905280169752e+02
3.176999999999961801e+02,1.748310648720991765e+02
3.177999999999961460e+02,1.746693265321582658e+02
3.178999999999961119e+02,1.743704956945531706e+02
3.179999999999961346e+02,1.744798111158809206e+02
