Energy,Intensity
3.028999999999970214e+02,2.902586550844675912e+02
3.029999999999969873e+02,2.901276482917098178e+02
3.030999999999969532e+02,2.894490290649226267e+02
3.031999999999969759e+02,2.888399282846392566e+02
3.032999999999969987e+02,2.877563445367541135e+02
3.033999999999969646e+02,2.873915810206813148e+02
3.034999999999969305e+02,2.870095199616171158e+02
3.035999999999969532e+02,2.856170298729829824e+02
3.036999999999969759e+02,2.854079442438322189e+02
3.037999999999969418e+02,2.836402868614429167e+02
3.038999999999969077e+02,2.828295750107320714e+02
3.039999999999969305e+02,2.829591171940102754e+02
3.040999999999969532e+02,2.814078179843943417e+02
3.041999999999969191e+02,2.795329158354587094e+02
3.042999999999968850e+02,2.793573142092371313e+02
3.043999999999969077e+02,2.782009040175753398e+02
3.044999999999969305e+02,2.768128835130426069e+02
3.045999999999968963e+02,2.752515088002828065e+02
3.046999999999968622e+02,2.749734097623797311e+02
3.047999999999968850e+02,2.740360596954622565e+02
3.048999999999969077e+02,2.724275144567056373e+02
3.049999999999968736e+02,2.710795939496477445e+02
3.050999999999968395e+02,2.705406176611701881e+02
3.051999999999968622e+02,2.693806217014721938e+02
3.052999999999968850e+02,2.678454584480189737e+02
3.053999999999968509e+02,2.672220650993662048e+02
3.054999999999968168e+02,2.657750056816747133e+02
3.055999999999968395e+02,2.641193909244715883e+02
3.056999999999968622e+02,2.625498851039114925e+02
3.057999999999968281e+02,2.618979318704073194e+02
3.058999999999967940e+02,2.607169515921315224e+02
3.059999999999968168e+02,2.597574556198075584e+02
3.060999999999968395e+02,2.588357364713012316e+02
3.061999999999968054e+02,2.577574051160324302e+02
3.062999999999967713e+02,2.553261281280775847e+02
3.063999999999967940e+02,2.557351076993005279e+02
3.064999999999968168e+02,2.546458675285977620e+02
3.065999999999967827e+02,2.535413247140223802e+02
3.066999999999967486e+02,2.528778566197823352e+02
3.067999999999967713e+02,2.528016969268452954e+02
3.068999999999967940e+02,2.517262442867604477e+02
3.069999999999967599e+02,2.504129188656852136e+02
3.070999999999967258e+02,2.500394939521729327e+02
3.071999999999967486e+02,2.482146157925304806e+02
