Energy,Processed_Intensity
3.077999999999967145e+02,1.123513300146332439e+00
3.078999999999966803e+02,1.111935824201040424e+00
3.079999999999967031e+02,1.106430518597399271e+00
3.080999999999967258e+02,1.116368912206330055e+00
3.081999999999966917e+02,1.102424414450182466e+00
3.082999999999966576e+02,1.100024138365116366e+00
3.083999999999966803e+02,1.098684296442279162e+00
3.084999999999967031e+02,1.094047290418177498e+00
3.085999999999966690e+02,1.099430797323167397e+00
3.086999999999966349e+02,1.093089264288942930e+00
3.087999999999966576e+02,1.090269280970315391e+00
3.088999999999966803e+02,1.084096227889026931e+00
3.089999999999966462e+02,1.079377798711037562e+00
3.090999999999966121e+02,1.076853424164415207e+00
3.091999999999966349e+02,1.075459667322902657e+00
3.092999999999966576e+02,1.065878632354562594e+00
3.093999999999966235e+02,1.067756807942257247e+00
3.094999999999965894e+02,1.062266176226279280e+00
3.095999999999966121e+02,1.057102062716199109e+00
3.096999999999966349e+02,1.055722061488404862e+00
3.097999999999966008e+02,1.055096639777669099e+00
3.098999999999965667e+02,1.049537675215545862e+00
3.099999999999965894e+02,1.048647874309640127e+00
3.100999999999966121e+02,1.048869303508582096e+00
3.101999999999965780e+02,1.046403371586981157e+00
3.102999999999965439e+02,1.043501733471153603e+00
3.103999999999965667e+02,1.049764968805187770e+00
3.104999999999965894e+02,1.040132213547657614e+00
3.105999999999965553e+02,1.039058262291163937e+00
3.106999999999965212e+02,1.037707568036786210e+00
3.107999999999965439e+02,1.030041828516388147e+00
3.108999999999965667e+02,1.026933615371710573e+00
3.109999999999965326e+02,1.023546595875945764e+00
3.110999999999964984e+02,1.027885468629751164e+00
3.111999999999965212e+02,1.024124175722994856e+00
3.112999999999965439e+02,1.025116185464720608e+00
3.113999999999965098e+02,1.025957504016620447e+00
3.114999999999964757e+02,1.018228840648413902e+00
3.115999999999964984e+02,1.017093047509940007e+00
3.116999999999965212e+02,1.015403292847938177e+00
3.117999999999964871e+02,1.011357551706742797e+00
3.118999999999964530e+02,1.007257910883813778e+00
3.119999999999964757e+02,1.010166353733101374e+00
3.120999999999964984e+02,1.007661352915952380e+00
3.121999999999964643e+02,1.005556073584565224e+00
3.122999999999964302e+02,1.003449861463159065e+00
3.123999999999964530e+02,1.002895001237572359e+00
3.124999999999964757e+02,1.001329658254249244e+00
3.125999999999964416e+02,9.963449234772686625e-01
3.126999999999964075e+02,9.957067779119597173e-01
3.127999999999964302e+02,9.907671062660891037e-01
3.128999999999964530e+02,9.962896348675497338e-01
3.129999999999964189e+02,9.874093679597222284e-01
3.130999999999963848e+02,9.922692804865571592e-01
3.131999999999964075e+02,9.891047270654891310e-01
3.132999999999964302e+02,9.904683082348345602e-01
3.133999999999963961e+02,9.862399218612422080e-01
3.134999999999963620e+02,9.918309773471023494e-01
3.135999999999963848e+02,9.854785311211510246e-01
3.136999999999964075e+02,9.895618595075975632e-01
3.137999999999963734e+02,9.905178887108485597e-01
3.138999999999963393e+02,9.896477898342188606e-01
3.139999999999963620e+02,9.859734657619217968e-01
3.140999999999963848e+02,9.830761559694279894e-01
3.141999999999963507e+02,9.888258664349133253e-01
3.142999999999963165e+02,9.877098999526995327e-01
3.143999999999963393e+02,9.837130599279352294e-01
3.144999999999963620e+02,9.864658745255743266e-01
3.145999999999963279e+02,9.792783952883653553e-01
3.146999999999962938e+02,9.808406662593978087e-01
3.147999999999963165e+02,9.810596037204338815e-01
3.148999999999963393e+02,9.740069692319801575e-01
3.149999999999963052e+02,9.768141963129370886e-01
3.150999999999962711e+02,9.755895066392984427e-01
3.151999999999962938e+02,9.764227430402948604e-01
3.152999999999963165e+02,9.762122908051645842e-01
3.153999999999962824e+02,9.804994277714254025e-01
3.154999999999962483e+02,9.744083357775003007e-01
3.155999999999962711e+02,9.803971173596841560e-01
3.156999999999962938e+02,9.793494717182664733e-01
3.157999999999962597e+02,9.774905550770925933e-01
3.158999999999962256e+02,9.732699042542072299e-01
3.159999999999962483e+02,9.725077692836482379e-01
